羅馬字	漢字	頻率
cʽô-kʽæ	扯開	3
cʽông	窗	1
cʽông-meng	窗門	1
cʽông-tsing	闖進	1
cʽü	取	49
cʽü	娶	2
cʽü	吹	1
cʽü-go	取個	1
cʽü-kyʽi	吹去	1
cʽü-læ	吹來	1
cʽü-pih-liao	吹癟了	1
cʽü-pih-liao-go	吹癟了個	2
cʽü-tang	吹打	1
cʽü-tsing	吹進	1
cʽü-tsing	娶進	1
cʽü-wæn	取還	1
cʽün	穿	4
cʽün-tih	穿的	1
cʽün-tih-go	穿的個	1
cʽün-tsʽoh	舛錯	1
da-dz	大慈	1
da-dzing	大臣	1
da-joh	大熟	4
da-joh-go	大熟個	3
da-mô	大瑪	7
da-mô-seh	大馬色	2
da-pe	大悲	1
da-shih	大失	1
da-ʽeh	大轄	1
dao	道	21
dao	逃	1
dao-cʽih-kyʽi-de	逃出去了	2
dao-leh	逃勒	1
dao-li	道理	1
dao-tao	逃到	6
dao-tseo	逃走	8
dao-tseo-de	逃走了	1
dao-tseo-go	逃走個	1
de	了	9
de	隊	2
de-li	隊裏	1
de-su	隊數	3
de-tang-de	隊打隊	2
deh	奪	2
deh-cün	奪轉	1
deh-lah	特拉	1
deh-leh-kyʽi-de	奪了去了	3
deh-læ-go	奪來個	1
deh-we	特爲	4
deng	庉	12
deng-ba	盾牌	1
deng-feh-ko	庉弗過	2
deng-go	庉個	6
deng-kæn	庉間	2
deng-leh	庉勒	4
deng-leh-ko	庉勒過	1
deng-loh	庉落	6
deng-læ	庉來	38
deng-mun	庉滿	1
deng-soh	庉宿	1
deng-soh-go	庉宿個	1
deng-tih-go	庉的個	1
deng-tong	庉東	5
deng-ts	庉仔	1
deo	頭	13
deo-fah	頭髮	3
deo-ih-da	頭一埭	1
deo-kying	頭頸	6
deo-kying-li	頭頸裏	1
deo-kying-yin	頭頸沿	2
deo-nao	頭腦	4
deo-sang-go	頭生個	1
deo-teng	頭頂	3
deo-ting-zông	頭頂上	1
deo-tsao	頭遭	2
deo-zông	頭上	6
di	地	21
di-dah	提達	2
di-fông	地方	255
di-fông-de	地方了	1
di-fông-go	地方個	23
di-go	地個	2
di-ka	地界	1
di-kyi	地基	1
di-kʽang	地坑	3
di-kʽang-li	地坑裏	5
di-kʽoh	啼哭	2
di-lah	提拉	1
di-li	地裏	3
di-li-go	地裏個	1
di-loh	第六	1
di-loh-go	第六個	1
di-ming	地名	11
di-mæn	提幔	4
di-mô	提瑪	1
di-ng	第五	1
di-ng-go	第五個	1
di-nyi	第二	13
di-nyi-go	第二個	1
di-nyi-ʽao	第二號	1
di-pah	提八	1
di-pah	第八	1
di-s	第四	3
di-sæn	第三	6
di-sæn-go	第三個	1
di-sæn-nyih	第三日	2
di-tsʽih	第七	4
di-tʽu	地土	11
di-tʽu-go	地土個	5
di-yiang	地垟	11
di-yiang-go	地垟個	1
di-yiang-li	地垟裏	24
di-yiang-li-go	地垟裏個	3
di-zông	地上	10
di-zông-go	地上個	12
di-ʽô-go	地下個	1
diah-hao-ts	疊好仔	1
diao	調	3
diao-bi	調皮	2
diao-hyi	調戲	2
diao-kao	調覺	2
diao-kao-cün-læ	調覺轉來	1
diao-kao-de	調覺了	1
diao-tsʽo	調錯	1
dih	糴	3
dih-koh-go	糴穀個	2
dih-ts	笛子	1
din	田	10
din	奠	1
din-deo	田頭	1
din-di	田地	13
din-koh-li	田角裏	1
din-kô	田價	1
din-li	田裏	17
din-li-go	田裏個	10
din-liah	田獵	2
din-mun	填滿	1
din-pæn-li	田畈裏	1
ding	定	4
ding-din	定鈿	1
ding-go	定個	1
ding-ha-pô	亭哈巴	1
ding-hao	定好	2
ding-kwe-go	定規個	1
ding-kwe-liao	定規了	1
ding-kyiah-go	停腳個	1
ding-leh	停勒	1
ding-neh	亭訥	4
ding-neh-go	亭訥個	1
ding-nô	亭拿	1
ding-peh	定撥	1
djoh-tsih	逐節	1
djong	重	2
djong	蟲	1
djong-djong	重重	3
djong-dzi	蟲豸	11
djong-go	重個	1
djông-djông	常常	1
djü	治	8
djü-kong	廚工	1
djü-kyü	住居	1
djü-leh	除了	3
djü-leh	除勒	1
djü-læ	住來	1
djü-mih	除滅	3
djü-mih-de	除滅了	1
djü-mih-diao	除滅掉	2
djü-tong	住東	1
djü-ts	柱子	12
djün	傳	1
djün	全	1
djün-be	全備	2
djün-cong	傳宗	3
djün-cong-tsih-dæ	傳宗接代	2
djün-djün-be-be	全全備備	1
djün-ko	全個	2
djün-neng	全能	1
djün-neng-go	全能個	6
djün-wô-go	傳話個	1
do	馱	40
do	大	29
do-cʽih	馱出	2
do-cʽih-go	馱出個	2
do-do	大大	8
do-go	大個	6
do-hwông-go	大荒個	1
do-jü	大如	2
do-ka-li-go	大街裏個	1
do-kwu-nyiang	大姑娘	8
do-kyü	馱歸	1
do-kyüô-mô	陀迦瑪	1
do-kyʽi	馱去	1
do-kyʽi-læ	大起來	4
do-kæn	馱間	1
do-lah	陀拉	1
do-leh	馱勒	24
do-leh-kyʽi	馱勒去	2
do-leh-læ	馱勒來	1
do-long	馱攏	1
do-læ	馱來	6
do-læ-go	馱來個	1
do-nyiang	大樣	10
do-nön	大囡	6
do-siao-go	大小個	1
do-tin	馱點	4
do-tsing	馱進	1
do-tsʽæ	大餐	1
do-tʽe	大腿	4
do-tʽe-go	大腿個	1
do-tʽe-ʽô	大腿下	3
do-ʽo	大河	1
doh-doh	獨獨	1
doh-dzô	毒蛇	1
doh-yiang	獨養	3
doh-zi	獨自	3
dong	動	2
dong	同	1
dong-de	同隊	16
dong-de-go	同隊個	2
dong-go	動個	1
dong-kyiah	動腳	1
dong-meo	同母	1
dong-nu	動怒	1
dong-nyü	童女	3
dong-sing	動身	28
dong-siu	動手	1
dong-ziang	銅匠	1
dong-zih	同食	2
dong-zông	同牀	27
dong-zông-go	同牀個	1
du	渡	1
du-bi	肚皮	2
du-ko	渡過	1
dza	咋	16
dza-go	咋個	11
dza-hao	咋好	1
dza-long	咋弄	1
dza-we	咋會	25
dzeng-tih	存的	1
dzeng-tih-go	存的個	1
dzeng-tsih	存積	1
dziang	長	3
dziang-do	長大	1
dziang-dziang	長長	1
dziang-fu	丈夫	10
dziang-kyiu	長久	2
dziao	朝	6
dziao-leh	朝勒	8
dzih	值	5
dzih	直	1
dzih-cʽong	直衝	1
dzih-din	值鈿	1
dzih-din-go	值鈿個	1
dzih-tao	直到	1
dzih-ts	姪子	4
dzin-dzin	漸漸	3
dzing-gyiu	仍舊	6
dzing-jih	誠實	2
dzing-jih-go	誠實個	6
dzing-kong	成功	2
dzing-kô-lih-nyih	成家立業	1
dzing-li	城裏	24
dzing-li-go	城裏個	2
dzing-loh	剩落	3
dzing-loh-go	剩落個	1
dzing-loh-tong	剩落東	3
dzing-loh-tong-go	剩落東個	1
dzing-meng	城門	3
dzing-meng-go	城門個	3
dzing-meng-kʽeo	城門口	2
dzing-nga	城外	3
dzing-nying	成人	1
dzing-nyün	情願	4
dzing-nyün-go	情願個	1
dzing-sing	誠心	1
dzing-ts	城子	14
dzing-ts	臣子	8
dzing-ts-go	城子個	1
dzing-ts-li	城子裏	1
dzing-tsih	情節	1
dzing-we	成爲	5
dziu-dih	仇敵	1
dziu-dih-go	仇敵個	3
dzoh-cong	族種	9
dzoh-cong-go	族種個	1
dzoh-veng	族份	6
dzoh-veng-go	族份個	1
dzoh-wô	俗話	1
dzong	從	118
dzæ	在	1
dzæ-neng-go	才能個	1
dzæ-s	纔始	2
dzæ-veh	財物	10
dzô	蛇	6
dzô-tsʽah	查察	1
dæ	抬	32
dæ	待	17
dæ	代	9
dæ	袋	8
dæ-kyʽi	抬起	14
dæ-kyʽi-læ	抬起來	3
dæ-kʽeo-li	袋口裏	5
dæ-li	袋裏	7
dæ-li-go	袋裏個	1
dæ-teng	代等	1
dæn	壇	10
dæn	但	4
dæn-go	但個	2
dæn-gying	彈琴	1
dæn-li-go	壇裏個	1
dæn-nyün	但願	18
dæn-tsʽông	彈唱	1
dæn-z	但是	35
dæn-zông	壇上	1
dô-kô	大家	94
dông-deo	蕩頭	23
dông-pin	蕩邊	1
dön-de	斷了	2
dön-djih	斷絕	1
dön-kyʽi	斷氣	4
dön-kyʽün	團圈	3
dön-kyʽün-go	團圈個	2
en	安	9
en	暗	3
en	按	1
en-en-tæn-tæn	安安耽耽	3
en-en-w̆eng-w̆eng	安安穩穩	3
en-go	安個	3
en-lah-fi	暗拉非	2
en-læ	安來	5
en-mih-pah	安密巴	1
en-nen	安南	1
en-sih-de	安息了	2
en-sing	安心	1
en-ts	鞍子	1
en-tsông-hao	安葬好	1
en-tæn	安耽	2
en-w̆e	安慰	5
en-w̆e-de	安慰了	1
en-w̆e-go	安慰個	1
eng-cʽong	恩寵	1
eng-sông	恩賞	1
eng-we	恩惠	26
eo	謳	52
eo-cʽih-læ	謳出來	1
eo-go	謳個	2
eo-hyiang	謳響	2
eo-kyʽi-læ	謳起來	1
eo-long	謳攏	4
eo-tao	傴倒	1
eo-tæn-tao	傴帶倒	6
fah	法	2
fah-cʽih	發出	4
fah-cʽih-læ	發出來	1
fah-fong	發風	1
fah-ko	發過	3
fah-lao	法老	78
fah-lao-de	法老了	1
fah-lao-go	法老個	15
fah-leh	法勒	5
fah-leh-z	法勒士	1
fah-leh-z-go	法勒士個	1
fah-lu	法路	1
fah-sio	發笑	1
fah-ông	發怏	4
feh	弗	132
feh-cʽih	弗出	1
feh-da-li	弗大裏	1
feh-ding	弗定	1
feh-djoh	弗着	4
feh-hwun-hyi	弗歡喜	1
feh-hwun-hyi-go	弗歡喜個	1
feh-hyiang	弗響	1
feh-hyiao-teh	弗曉得	5
feh-hyü	弗許	5
feh-iao	弗要	1
feh-jü	弗如	3
feh-ken	弗敢	2
feh-ko	弗過	3
feh-kyih-zing-go	弗潔淨個	2
feh-kʽeng	弗肯	13
feh-kʽo	弗可	11
feh-leh-z	法勒士	1
feh-leng	弗論	5
feh-læ	弗來	2
feh-neng-keo	弗能夠	6
feh-peh	弗撥	1
feh-siang	弗想	1
feh-sing	弗聲	1
feh-sô-teh	弗捨得	4
feh-to	弗多	1
feh-we	弗會	8
feh-yü	弗與	3
feh-yün	弗遠	1
feh-yüong	弗用	1
feh-z	弗是	23
feh-z-ka	弗是介	2
feh-zing	弗曾	25
feng	分	6
feng-cʽih	分出	4
feng-cʽih-læ	分出來	1
feng-fu	吩咐	32
feng-fu-go	吩咐個	1
feng-go	分個	1
feng-gyi-cʽih	分其出	1
feng-kʽæ	分開	11
feng-kʽæ-go	分開個	1
feng-leh-kʽæ	分勒開	1
feng-pʽeo	分剖	1
feng-sao	粉燥	1
feng-sæn-de	分散了	1
feng-tin	分點	1
fi-gying	飛禽	15
fi-koh	非各	3
fi-kyʽi	飛去	1
fi-li-z	非利士	8
fi-loh-læ	飛落來	1
fi-læ	飛來	1
fi-læ-fi-kyʽi	飛來飛去	1
fi-ts	榧子	1
foh	福	7
foh-kyʽi	福氣	21
foh-kyʽi-de	福氣了	1
foh-kyʽi-go	福氣個	1
fong-fong	豐豐	1
fong-jü	楓樹	1
fong-loh	俸祿	1
fu	傅	1
fu-tsoh	富足	3
fu-tsʽi	夫妻	1
fu-üô	孚亞	1
fæn-cün	反轉	2
fæn-tsiang	氾漲	2
fæn-zông-læ	氾上來	2
fông	放	14
fông-cʽih	放出	3
fông-cʽih-læ-go	放出來個	1
fông-dzæ	方才	1
fông-leh	放勒	3
fông-loh	放落	2
fông-læ	放來	10
fông-sing	放心	2
fông-teh	妨得	1
fông-tæn	放膽	1
gah-djü-tih	軋住的	1
gao-kwu	絞股	2
gao-kwu-li-go	絞股裏個	2
gao-tæn-long	絞帶攏	1
geo-tsing	跔進	1
go	個	51
gwa-li	懷裏	2
gwah-gwah-teo	刮刮抖	1
gwu-kæn	跍間	1
gwæn-ts	環子	1
gyi	其	888
gyi-go	其個	105
gyi-hyüing	其訓	1
gyi-lah	其拉	233
gyi-lah	其臘	7
gyi-lah	其剌	1
gyi-lah-go	其拉個	14
gyi-lah-go	其臘個	1
gyi-leh	騎勒	2
gyi-mô-go	騎馬個	1
gyi-nyü	妓女	6
gyi-ti-mô	其底瑪	1
gyi-tih-go	騎的個	1
gyi-tʽiah	其帖	1
gyi-zi	其自	8
gyi-zi-go	其自個	8
gyiang	滰	3
gyiang-gyiang	滰滰	3
gyiang-jü	強如	1
gyiang-leh	滰了	1
gyiang-wang-pô-dao	強橫霸道	2
gyih	極	1
gyih-gyi	極其	1
gyih-jü	及如	1
gyin	健	1
gyin-go	健個	2
gying	近	2
gying-dao-go	勁道個	1
gying-de	近了	1
gying-long	近攏	1
gying-sing	近身	2
gyiu	求	8
gyiu-kʽeng	求懇	6
gyiu-tang-gyiu	球打球	1
gyü-leh	跪勒	1
gyü-loh	跪落	1
gyüih	掘	6
gyüih-cʽih-go	掘出個	1
gyüih-kæn-go	掘間個	2
gyüih-tsing-go	掘井個	1
gyüing	裙	1
gyün-ping	權柄	2
gyüoh-ts	鐲子	2
ha-dah	哈達	2
ha-fi-lah	哈腓拉	4
ha-kyi	哈基	1
ha-læn	哈蘭	10
ha-læn-go	哈蘭個	3
ha-mah	哈麥	1
ha-meh	哈抹	9
ha-meh	哈默	1
ha-meh-go	哈抹個	1
ha-meo-leh	哈母勒	1
ha-noh	哈諾	2
ha-sah-mô-fi	哈薩瑪非	1
ha-si-seng-da-mô-go	哈洗遜大瑪個	1
ha-so	哈瑣	1
ha-to-læn	哈多蘭	1
ha-tʽah	哈撻	2
hah-de	喝了	1
hah-de	瞎了	1
hah-hah	喝喝	3
hao	好	236
hao-cʽü	好處	2
hao-de	好了	1
hao-go	好個	12
hao-hao	好好	8
hao-hao-go	好好個	7
hao-i	好意	1
hao-jü	好聚	1
hao-kyʽüoh	好喫	1
hao-kyʽüoh-go	好喫個	3
hao-kʽen	好看	8
hao-kʽen-go	好看個	1
hao-lao	好佬	2
hao-leh-kying	好勒緊	1
hao-vong	好甮	10
heh	赫	21
heh-en	黑暗	2
heh-nying	赫人	1
heng	狠	2
heo	鱟	3
ho	火	5
ho-kyʽi	火氣	1
ho-lu	火爐	1
ho-lu-li	火盧裏	1
ho-pô	火把	1
ho-soh	火速	1
ho-veh	貨物	1
ho-yin-go	火延個	1
hong-pʽin	哄騙	1
hwe	灰	1
hwe-diao	毀掉	1
hwe-dzing	灰塵	7
hweh-jün	忽然	1
hwun-hwun-hyi-hyi	歡歡喜喜	1
hwun-hyi	歡喜	8
hwô-bah-go	花白個	3
hwô-de	花了	1
hwô-yün	花園	1
hwông-hwông	慌慌	1
hwông-ko	荒過	1
hwông-nyin	荒年	24
hwông-tsʽia	況且	1
hyi-gyi	稀奇	1
hyi-hyi	嬉戲	1
hyi-lah	希拉	2
hyi-mæn	希幔	1
hyi-pah	希伯	7
hyi-pah	希百	1
hyi-pah-leng	希伯崙	5
hyi-pah-læ	希伯來	6
hyi-s-leng	希斯崙	2
hyi-siao	嬉笑	1
hyi-ti-kyih	希底結	1
hyi-vi	希未	3
hyi-z	喜事	1
hyiah-yin	謔言	1
hyiang	向	35
hyiang-djoh	向着	3
hyiang-fông	鄉方	1
hyiang-hyiang	響響	3
hyiang-kyʽi	香氣	4
hyiang-liao	香料	4
hyiang-tsʽeng	鄉村	1
hyiao-kʽæ	𢳚開	1
hyiao-teh	曉得	30
hyiao-teh-go	曉得個	4
hyih	歇	1
hyih-de	歇了	1
hyin	獻	4
hyin-cʽih	顯出	2
hyin-ling	顯靈	1
hyin-peh	獻撥	1
hyin-tsi	獻祭	2
hyin-tsi-go	獻祭個	3
hyin-zông	獻上	1
hying-dæn	欣但	1
hying-wông	興旺	8
hying-wông-kyʽi-læ	興旺起來	1
hyü	許	2
hyü-kʽong-go	虛空個	1
hyü-peh	許撥	5
hyü-to	許多	12
hyüih	血	10
hyüih-kyʽi	血氣	1
hyün-tsʽao	萱草	5
hyüong	兇	1
hyüong-di	兄弟	90
hyüong-di-go	兄弟個	6
hyüong-djoh	嗅着	2
hyüong-kyʽi	兇器	1
hæ	海	2
hæ-du-go	海塗個	1
hæ-go	海個	1
hæ-li	海裏	1
hæ-li-go	海裏個	6
hæ-pin-yin	海邊沿	1
hæ-yiang-go	海洋個	1
i	依	14
i-cʽün	衣穿	1
i-dzong	依從	1
i-hao	醫好	1
i-leh	依了	1
i-leh	依勒	1
i-læn	意懶	1
i-s	意思	5
i-sang	醫生	2
i-zông	衣裳	28
i-zông-go	衣裳個	1
iah	約	20
iah-bih	押別	1
iah-dæn	約但	5
iah-mô	押瑪	2
iah-pah	約伯	2
iah-pah	約八	2
iah-seh	約瑟	174
iah-seh-go	約瑟個	13
iah-sæn	約珊	2
iah-tæn	約丹	2
iah-tæn-go	約丹個	1
iang	養	6
iang-tong	養東	1
iang-ts	秧子	3
iao	要	83
iao	腰	1
iao-bo-li	腰縛裏	2
iao-bông	要防	1
iao-siang	要想	1
ih	一	4
ih-be	一倍	2
ih-coh	一桌	3
ih-cü	一株	2
ih-cʽü	益處	2
ih-da	一埭	1
ih-de	一隊	2
ih-ding	一定	4
ih-ding-go	一定個	1
ih-do-de	一大隊	1
ih-do-dziao	一大潮	3
ih-dzih	一直	5
ih-dzoh	一族	2
ih-dzoh-go	一族個	1
ih-go	一個	54
ih-gyin	一件	1
ih-ih-go	𥣘𥣘個	2
ih-keng	一根	2
ih-ko	一個	1
ih-koh	一國	2
ih-kwang	一梗	5
ih-kwʽe	一塊	1
ih-kyü	一句	2
ih-kyʽiu	一丘	1
ih-kæ	一概	2
ih-kô	一家	7
ih-kô-go	一家個	2
ih-kʽen	一看	5
ih-kʽen-kyin	一看見	2
ih-kʽeo	一口	5
ih-lah	益拉	1
ih-lu	一路	1
ih-læn	益蘭	1
ih-nen	一男	1
ih-ngæn	一眼	3
ih-ngæn-ngæn	一眼眼	1
ih-nyih	一日	4
ih-nyü	一女	2
ih-pah	一百	20
ih-pah	益八	1
ih-pah-deh-li	益伯特利	1
ih-pah-ling-jih	一百零十	1
ih-pah-nyiæn	一百廿	1
ih-sang-ih-si	一生一世	2
ih-shoh	一束	1
ih-siao	一笑	2
ih-te	一對	2
ih-toh	益督	1
ih-ts	一籽	2
ih-ts-go	一籽個	1
ih-tsah	一隻	9
ih-tsao	一遭	2
ih-tsin	一箭	1
ih-tsʽ	一雌	1
ih-tsʽih	一切	16
ih-tsʽih-go	一切個	6
ih-tsʽin	一千	1
ih-tʽah	一𡍲	3
ih-tʽah	一埭	2
ih-tʽi	一體	1
ih-tʽön	一彖	1
ih-yiang	一樣	2
ih-yiang-go	一樣個	7
ih-yüong	一雄	1
ih-z-pæn	一是班	1
ih-zih	一席	1
ih-zo	一座	10
ih-zông	一晌	1
in	煙	2
in-væn-de	厭煩了	1
ing	印	2
ing	應	1
ing-hyü	應許	5
ing-hyü-go	應許個	2
ing-kæ	應該	2
ing-mun	隱瞞	2
ing-nyiæn	應驗	3
ing-nô	音拿	1
ing-s-li	陰司裏	4
ing-tông	應當	2
ing-we	因爲	115
ing-we-ng	因爲爾	1
ing-yüong	應用	1
ing-yüong-go	應用個	1
iu-ko-de	幽過了	1
iu-læ	幽來	1
iu-meng	憂悶	9
jih	十	3
jih-dzæ	實在	16
jih-go	十個	4
jih-ih-go	十一個	1
jih-ih-lih	十一粒	1
jih-kwu	十股	1
jih-kwu-teh-ih	十股得一	1
jih-kyiu	十九	1
jih-lin-ko-liao-go	習練過了個	1
jih-loh-go	十六個	1
jih-ng	十五	2
jih-nyi	十二	3
jih-nyi-go	十二個	5
jih-nyih	十日	1
jih-pah-go	十八個	1
jih-s	十四	2
jih-s-go	十四個	1
jih-sæn	十三	2
jih-tsah	十隻	5
jih-tsao	十遭	2
jih-tsih	十七	1
jih-tsʽih	十七	3
jih-yüih	十月	2
jing-liu	順流	8
jing-lo	巡邏	2
jing-ming	神明	211
jing-ming-go	神明個	21
jing-siu	順手	2
jing-siu-pin	順手邊	3
jing-tsah	順隻	3
jing-ziang	神像	2
joh-de	熟了	1
joh-ü	屬於	2
joh-ʽô-go	屬下個	1
jü	樹	17
jü	誰	15
jü	聚	1
jü-go	誰個	6
jü-go	樹個	5
jü-hyiang	乳香	2
jü-ko	如果	5
jü-kyin	敘劍	1
jü-kying	如今	6
jü-li	樹裏	1
jü-long	聚攏	6
jü-long-læ	聚攏來	3
jü-long-læ-de	聚攏來了	1
jü-long-tong-go	聚攏東個	1
jü-moh	樹木	4
jü-nyi	如尼	1
jü-vong-li	樹縫裏	2
jün	船	8
jün	善	1
jün-go	船個	2
jün-li	船裏	17
jün-li-de	船裏了	1
jün-li-go	船裏個	1
jün-tsiang	膳長	7
jün-ôh	善惡	3
jün-ôh-go	善惡個	1
ka	介	107
ka-go	介個	4
ka-kʽæ	解開	3
ka-leh	解勒	1
ka-ni	介呢	39
ka-shih	解說	13
ka-ts	戒指	1
ka-tso	介做	1
kah-dzeh	夾雜	1
kah-kyʽi	夾起	1
kah-nga	格外	1
kah-zông-læ	溢上來	1
kang	羹	2
kang	耕	1
kang-cong	耕種	5
kang-cong-go	耕種個	1
kang-din	耕田	1
kao	高	6
kao-dæ	交代	5
kao-fu	交付	12
kao-jü	高如	1
kao-kao-go	高高個	1
kao-nyin	膠黏	1
kao-su	告訴	11
kao-sæn	高山	1
kao-sæn-te	高山堆	6
kao-sæn-te-li	高山堆裏	1
keh	箇	174
keh	割	1
keh-cong-ka	箇種介	3
keh-cü	箇株	3
keh-da	箇埭	8
keh-deo	箇頭	67
keh-dziao	箇潮	1
keh-dzoh	箇族	4
keh-dzoh-go	箇族個	4
keh-dön	割斷	1
keh-go	箇個	110
keh-ih-nyih	箇一日	1
keh-jing	革順	1
keh-keng	箇根	1
keh-koh-go	箇國個	1
keh-kwʽe	箇塊	1
keh-kyü	箇句	2
keh-kyüô-sah	革迦撒	1
keh-kyüô-seh	革迦撒	1
keh-kô	箇家	1
keh-kʽeo	箇口	4
keh-lah	箇拉	40
keh-le	箇類	10
keh-leh	箇勒	1
keh-liang	箇兩	1
keh-nyih	箇日	10
keh-nyin	箇年	2
keh-pin	箇邊	1
keh-pæn	箇班	1
keh-sing	箇星	129
keh-sing-go	箇星個	1
keh-tong-si	箇東西	1
keh-tsah	箇隻	3
keh-tsao	箇遭	22
keh-tʽoh	葛托	1
keh-we	箇位	5
keh-yia	箇夜	1
keh-zo	箇座	2
ken	敢	4
ken	趕	3
ken-cʽih	趕出	2
ken-djoh	趕着	1
ken-djoh-de	趕着了	1
ken-leh	趕勒	2
ken-læn	橄欖	1
ken-tao	趕到	2
ken-ts-li	稈子裏	2
ken-zông	趕上	1
ken-zông-kyʽi	趕上去	1
keng	跟	10
keng-deo	根頭	1
keng-dzong	跟從	2
keng-kô	更加	1
keng-leh	跟勒	3
keo-de	夠了	2
ko	過	5
ko-de	過了	4
ko-deo-ts	過頭仔	1
ko-jü	過如	4
ko-jün	果然	2
ko-kyʽi	過去	1
ko-leh	過了	2
ko-leh	過勒	2
ko-mih	歌篾	1
ko-mih-go	歌篾個	1
ko-sæn	歌珊	10
ko-tang-ko-go	個打個個	1
ko-ts	果子	12
ko-ts-go	果子個	1
ko-ʽeh	哥轄	1
koh	穀	14
koh	國	7
koh	各	3
koh	擱	1
koh	角	1
koh-cong	各種	7
koh-koh-go	各國個	1
koh-kô	國家	2
koh-kô	穀價	1
koh-nying	各人	11
koh-nying-go	各人個	2
koh-tang-koh-go	各打各個	1
koh-tsʽông	穀倉	1
koh-veng	國份	17
