羅馬字	漢字	頻率
iah-ʽen	約翰	1
iao	要	27
iao-bông	要防	2
ih	一	6
ih-bing	一瓶	1
ih-bæn	一爿	2
ih-ding	一定	3
ih-dong	一桶	1
ih-fæn	一番	1
ih-go	一個	21
ih-hyih	一歇	1
ih-ih	一一	1
ih-kyi	一記	1
ih-kyü	一句	2
ih-kyʽi	一起	1
ih-kʽeh	一刻	2
ih-kʽen	一看	1
ih-lin	一連	1
ih-læ	一來	1
ih-ngæn	一眼	14
ih-nyih	一日	3
ih-pe	一杯	2
ih-peng	一本	1
ih-pih	一筆	3
ih-sang	一生	3
ih-seh-ih-yiang	一色一樣	1
ih-si	一世	3
ih-sing	一聲	1
ih-ti	一渧	2
ih-tsah	一隻	1
ih-tsao	一遭	2
ih-tsʽeng	一忖	1
ih-tsʽin	一千	3
ih-tsʽin-liang	一千兩	1
ih-veng	一份	1
ih-væn-liang	一萬兩	3
ih-yiang	一樣	2
ih-yiang-go	一樣個	1
ih-z	一時	1
ih-z-li	一時裏	3
ih-zông	一晌	4
ing	應	2
ing-dzing	應承	2
ing-kæ	應該	2
ing-we	因爲	12
iu-meng	憂悶	1
jih-dzæ	實在	10
jih-ih	十一	1
jih-kyiu	十九	1
jih-ng-loh	十五六	1
jih-nyi-sæn	十二三	1
jih-to	十多	2
jih-we-go	實惠個	1
jing	神	4
jing-go	神個	3
jing-næ	忍耐	1
jü-ko	如果	1
jü-long-læ	聚攏來	1
jü-wô	誰話	1
ka	介	40
ka	解	4
ka-go	介個	2
ka-go	解個	1
ka-ka	解解	1
ka-ni	介呢	4
ka-sing	介星	1
kah-nga	格外	1
kah-pih	隔壁	1
kao	教	2
kao-fu	交付	1
kao-hyüing	教訓	2
kao-kao	教教	1
kao-tʽing	高廳	1
keh	箇	29
keh-bæn	箇爿	3
keh-cü-ka	箇株介	4
keh-go	箇個	16
keh-lah	箇拉	7
keh-nyih	箇日	1
keh-peng	箇本	1
keh-sing	箇星	13
keh-sing-ka	箇星介	2
keh-tsah	箇隻	1
keh-tsao	箇遭	9
keh-tʽah	箇𡍲	1
keh-vah	箇伐	1
keh-z	箇是	3
keh-zông	箇晌	2
keng-kô	更加	1
keng-leh	跟勒	1
ko	過	1
ko-de	過了	1
ko-leh	過了	3
ko-sing	過心	1
koh	國	2
kong-din	工鈿	1
kong-lao	功勞	3
kwah-kwah	刮刮	1
kwu-djôh	顧着	2
kwun	倌	1
kwun	官	1
kwun-fu	官府	2
kwæn-hao	關好	1
kwæn-kwæn-hao	關關好	1
kwæn-leh	關了	1
kwʽa	快	2
kwʽa-de	快了	1
kwʽa-kwʽa	快快	4
kwʽa-sing-tin	快星點	1
kwʽe	塊	5
kwʽeng	睏	3
kwʽeng-feh-joh	睏弗熟	1
kwʽu-næn	苦難	1
kwʽun	寬	1
kyi	記	2
kyi	寄	1
kyi-jih	幾十	1
kyi-kao	計較	2
kyi-kying	既經	2
kyi-kyü	幾句	1
kyi-nyih	幾日	1
kyi-pah-kwʽe	幾百塊	1
kyi-sing	肌身	3
kyi-teh	記得	3
kyi-teh-lao	記得牢	1
kyiao-leh	叫勒	5
kyih-mih	今末	6
kyih-mih-ts	今末子	3
kyih-sah	結煞	1
kying	竟	1
kying-djong	敬重	1
kying-feh-kyʽi	經弗起	1
kying-kwông	鏡光	1
kyiu	救	2
kyiu-tin	九點	1
kyiu-ze-go	救罪個	1
kyü	歸	3
kyü-læ	歸來	1
kyʽi	去	58
kyʽi-de	去了	6
kyʽi-deo	起頭	1
kyʽi-deo-de	起頭了	1
kyʽi-mi-go	氣味個	1
kyʽi-sing	起身	1
kyʽiah	卻	1
kyʽiah-leh	卻勒	3
kyʽiah-z	卻是	1
kyʽih	挈	1
kyʽih-leh	挈勒	1
kyʽin	欠	26
kyʽin-leh	欠勒	1
kyʽin-tao-de	欠到了	1
kyʽing	輕	1
kyʽing-kyʽing	輕輕	1
kyʽüih	缺	3
kyʽün	勸	1
kyʽüoh	喫	10
kyʽüoh-dzô	喫茶	1
kyʽüoh-feh-lôh	喫弗落	1
kyʽüoh-go	喫個	1
kyʽüoh-hao	喫好	2
kyʽüoh-ko	喫過	3
kyʽüoh-leh	喫勒	2
kyʽüoh-tsiu	喫酒	1
kyʽüoh-væn	喫飯	1
kæ	該	4
kæ-ko	改過	1
kæn	間	1
kô	嘉	12
kô	加	1
kô-din	價鈿	1
kô-hyi-deo	假戲頭	1
kô-zông-kyʽi	加上去	2
kôh-nying	各人	1
kôh-nying-go	各人個	1
kông	講	13
kông-de	講了	1
kông-hao	講好	1
kông-leh	講勒	1
kông-lôh	降落	1
kông-tao	講到	1
kʽah-tʽao	客套	1
kʽao-djôh	靠着	1
kʽao-ko	敲過	1
kʽen	看	12
kʽen-go	看個	1
kʽen-kyin	看見	16
kʽen-kyin-go	看見個	1
kʽen-kyin-gyi	看見其	1
kʽen-kyʽi-læ	看起來	2
kʽen-kʽen	看看	2
kʽeng	肯	7
kʽeng-go	肯個	1
kʽeo-kʽeo	扣扣	3
kʽeo-nyih	口業	1
kʽo-lin-siang	可憐相	1
kʽo-pi	可比	1
kʽo-sih	可惜	4
kʽoh	哭	1
kʽoh-cʽih-læ	哭出來	1
kʽoh-sah	哭煞	1
kʽong-pʽô	恐怕	6
kʽæ	開	1
kʽæ-deo	開頭	1
kʽæ-go	開個	1
kʽæ-leh	開了	1
kʽæ-tin	開店	1
kʽæ-ts	開仔	1
kʽô-feh-ding	抲弗定	1
kʽông-hao-ts	囥好仔	1
kʽông-tih-go	囥的個	1
la-ʽôh	賴學	1
lah	拉	1
lah-tʽah	邋遢	1
lang-lang	冷冷	1
lao-den	老頭	1
lao-jih	老實	1
lao-kæn	牢監	3
lao-lao-de	老老了	1
lao-nyüing	老𡢿	1
lao-yia	老爺	1
leh	了	1
leng-tsʽin	論千	2
leng-væn	論萬	2
leo-cʽih	漏出	3
leo-teng	樓頂	1
leo-ʽô	樓下	1
li	裏	4
li	禮	2
li-hyiang	裏向	4
li-kʽæ	離開	1
li-pa	禮拜	1
li-pa-dông	禮拜堂	1
li-pa-dông-li	禮拜堂裏	1
li-pa-nyih	禮拜日	6
li-pa-nyih-go	禮拜日個	1
li-sih	利息	3
liang	兩	1
liang-go	兩個	1
liang-pah	兩百	1
liang-pe	兩杯	2
liang-sæn	兩三	1
lih-fah	律法	1
lih-kyʽi-læ	立起來	1
lih-kʽeh	立刻	2
lih-lih	力力	1
lih-lôh	立落	1
lih-tong	立東	1
lih-ts	立仔	1
lin	連	3
lin-tsih	連即	1
lin-yia	連夜	1
ling-li	伶俐	1
ling-ling-se-se	零零碎碎	1
ling-sing	靈性	1
ling-sô-kô	鄰舍家	5
liu-djü	留住	1
liu-wông	硫磺	1
long-do	弄大	1
long-dzæn	弄賺	1
long-fah	弄法	2
long-tsong	攏總	9
long-wæn	弄環	1
lu	路	1
lu-cʽih	露出	1
læ	來	26
læ-de	來了	3
læ-feh	來弗	1
læ-feh-gyi	來弗及	2
læ-feh-gyi-de	來弗及了	1
læ-kæn	來間	5
læ-leh-gyi	來勒及	1
læ-tih	來的	5
læ-tong	來東	2
læn	籃	2
læn-do	懶惰	1
lôh	落	1
m	嘸	6
m-bing	嘸病	3
m-cʽü	嘸處	1
m-fah	嘸法	1
m-iao-teh-kying	嘸要得緊	1
m-kao	嘸告	4
m-meh	嘸沒	1
m-nao	嘸得好	8
m-neh	嘸得	23
m-neh-de	嘸得了	1
m-su-go	嘸數個	1
m-teh	嘸得	4
m-teh-go	嘸得個	1
m-tsʽin-da-væn	嘸千大萬	1
m-tʽong	嘸痛	2
m-tʽong-go	嘸痛個	1
m-yiu	嘸有	1
ma	買	1
ma	賣	1
mao-bing	毛病	1
mao-sia	冒寫	1
mao-ts	帽子	2
mao-ün	媢怨	1
meh-deo-meh-nao	沒頭沒腦	1
meh-z-loh	默示錄	1
meng	問	8
meng-du	門徒	1
meng-kyʽi	問起	1
meng-kʽeo	門口	1
meng-meng	問問	2
meng-veng	門份	1
meo-lao	母老	5
mi-dao-go	味道個	1
mi-ʽôh	迷惑	1
mi-ʽôh-go	迷惑個	1
min-kʽong	面孔	2
min-zông	眠牀	1
ming-bah	明白	1
ming-tsiao	明朝	1
ming-z	名字	4
ming-ʽô	名下	1
moh	摸	1
moh-go	摸個	1
mun-deo	饅頭	2
mun-feh-ko	瞞弗過	1
mun-sæn	瞞三	1
mæn-mæn	慢慢	1
mæn-tin	慢點	4
mô	馬	21
mô-deo	碼頭	1
mô-go	馬個	1
mô-kyiah	馬腳	1
mô-kô	馬家	2
mông-kyi	忘記	4
mông-kyi-de	忘記了	1
mông-mông	望望	2
m̆-neh	嘸得	2
na-pʽô	哪怕	1
na-ʽo	嬲和	1
nao-nyih	鬧熱	1
neng-ken	能幹	2
neng-keo	能夠	2
neng-s	能使	1
ng	爾	101
ng-go	爾個	11
ng-noh	爾儂	6
ng-noh-go	爾儂個	1
ng-to	耳朵	3
ng-ts	兒子	5
nga-tʽao	外套	1
ngah-ngah	扤扤	1
ngao	傲	1
ngeo-na	牛奶	1
ngæn-li	眼淚	4
ngæn-tsing	眼睛	5
ngô	我	95
ngô-go	我個	4
ngô-zi	我自	1
ni	呢	12
nyi	二	1
nyi-pah	二百	4
nyi-sing	疑心	1
nyiang-ts	娘子	3
nyiang-ts-den	娘子頭	1
nyiao	饒	1
nyiao-diao	饒掉	2
nyiao-nyiao	饒饒	1
nyih	日	2
nyih-ts	日子	1
nyin	年	3
nyin-cün	扭轉	1
nyin-de	年了	1
nyin-kyi	年紀	3
nying	人	20
nying-kô	人家	25
nying-kʽah	人客	1
nying-ts	銀子	6
nying-tsing	認真	1
nyiæn-ih	廿一	1
nyiæn-to	廿多	1
nyü-nying	女人	1
nyün-z	原是	1
nyüoh	肉	1
næn	難	1
næn-ko	難過	3
næn-ko-kæn	難過間	1
næn-kæn	難間	12
næn-teh	難得	2
oh-li	屋裏	14
oh-li-pin	屋裏邊	1
oh-lô	屋落	1
oh-shü-din	屋貰鈿	1
pa	拜	1
pa-bih	拜別	1
pa-dông	拜堂	1
pah-yiang	百樣	1
pao-lo	保羅	1
pao-ʽông	寶行	1
pe-shông	悲傷	2
peh	撥	30
peng	本	1
peng-lôh	奔落	1
peng-tao	奔到	1
peng-zông	奔上	1
pi	比	3
pi-feh-læ	比弗來	1
pih-ding	必定	5
pih-tsih	筆跡	1
pin	邊	1
pin-tseo	邊走	1
pin-yin	邊沿	1
ping-tsʽia	並且	3
pun-pin	半邊	1
pun-pun-jih-nyih	半半十日	1
pun-yia-ko	半夜過	1
pô	把	16
pô-feh-neng-keo	巴弗能夠	1
pô-kyih	巴結	1
pô-pô-kyih-kyih	巴巴結結	1
pông-dzu	幫助	2
pông-tsʽeng	幫襯	2
pʽa-kyʽi-læ	派起來	1
pʽa-pʽa	派派	1
pʽi-bing	批評	3
pʽin	騙	1
pʽin-feh-læ	騙弗來	1
pʽoh-pʽoh-jih-jih	樸樸實實	1
pʽong-djôh	碰着	1
pʽong-kyin	碰見	1
pʽô-pʽô	怕怕	1
s-jih	四十	1
s-jih-to	四十多	1
s-meo	師母	17
s-meo-go	師母個	1
s-peh	賜撥	2
s-s	梳梳	2
s-teh	使得	2
s-tsʽeng	思忖	1
s-væn-liang	四萬兩	1
sang	生	2
sang-bing-kæn	生病間	1
sang-i	生意	3
sang-weh	生活	1
se	雖	2
se-jün	雖然	1
se-lah	雖拉	30
se-lah-go	雖拉個	1
se-tsih	雖即	7
shih-fah	設法	1
shih-hwông	說謊	2
shih-wô	說話	18
shih-wô-go	說話個	2
shoh-siu-din	束脩鈿	1
shông-djün	雙全	1
shông-kwʽa	爽快	2
shü	書	6
shü	歲	2
shü	輸	1
shü-de	輸了	1
shü-diao	輸掉	1
shü-din	輸鈿	1
shü-kæn	世間	1
shü-kæn-zông	世間上	6
shü-kæn-zông-go	世間上個	2
shü-leh	輸勒	1
shü-vi	勢微	2
shü-vông	書房	2
shü-vông-li	書房裏	5
si-ʽeo-go	死後個	1
sia	㕐	2
sia-go	㕐個	2
sia-ko	㕐過	1
sia-peh	㕐撥	1
sia-tsiu	㕐酒	1
siang	想	2
siang	相	1
siang-gying-go	相近個	1
siang-mao	相貌	3
siang-sing	相信	1
siang-tao	想到	4
siang-vông	想望	2
siao	小	3
siao	笑	1
siao-læ	小來	1
siao-nyiang	小娘	1
siao-nying	小人	14
siao-nying-de	小人隊	1
siao-siao	小小	1
siao-siao	笑笑	1
siao-sing	小心	1
sin-sang	先生	26
sing	心	5
sing	姓	2
sing-hyü-deh-tsin	心虛突顫	1
sing-li	心裏	11
sing-li-go	心裏個	2
sing-ming	性命	1
sing-pʽun	審判	1
sing-shü-go	聖書個	2
sing-shü-li	聖書裏	2
sing-siang	心想	2
sing-sin	新鮮	1
sing-zông	身上	1
siu	手	3
siu	守	2
siu-dön	手段	1
siu-li	手裏	1
siu-long	收攏	1
soh	啥	1
soh-go	啥個	4
song-læ-go	送來個	2
song-peh	送撥	2
su-moh	數目	2
su-moh-go	數目個	1
sæn-leh	省勒	1
sæn-pe	三杯	1
sæn-s	三四	1
sô	所	1
sô-diao	赦掉	1
sô-ʽæ	所害	1
sông-sing	爽性	2
sön	算	12
sön-de	算了	1
sön-djôh	算着	1
sön-dzæn	算賺	1
sön-kyʽi-læ	算起來	1
sön-leh	算勒	1
sön-læ	算來	1
sön-peh	算撥	1
sön-tsiang-go	算賬個	1
ta-leh	帶勒	3
ta-tao	帶到	1
tang-gyin	打件	1
tang-sön	打算	3
tang-sön-kyi	打算記	1
tang-tʽing	打聽	1
tang-yiang	打樣	1
tao	到	33
tao	倒	5
tao-kao	禱告	2
tao-leh	到了	1
tao-ti	到底	1
teh-cü	得知	6
teh-djôh	得着	2
teng	等	42
teng-tao	等到	4
teo	抖	1
teo-long	兜攏	1
ti	抵	1
tia-nyiang	爹孃	6
tia-tia	爹爹	12
ting-do	頂大	1
ting-to	頂多	1
to	多	5
to-dzing	多承	2
to-siao	多少	7
to-tin	多點	1
to-zia	多謝	1
tong-dao	東道	4
tong-kô	東家	7
tong-kô-go	東家個	1
tong-si	東西	5
ts	子	1
ts-si	仔細	1
ts-tsih	資質	1
ts-ʽeo	之後	1
tsa	債	15
tsa-cü	債主	1
tsah-vah	責罰	1
tsao	早	2
tsao-de	早了	2
tsao-keng	竈跟	2
tsao-keng-li	竈跟裏	1
tsao-tsao	早早	1
tseo-cʽih-kyʽi	走出去	2
tseo-cʽih-læ	走出來	2
tseo-feh-kʽæ	走弗開	1
tseo-ko	走過	2
tseo-kyü	走歸	1
tseo-leh	走了	1
tseo-leh	走勒	1
tseo-læ	走來	1
tseo-tao	走到	1
tseo-tseo	走走	1
tseo-tsing	走進	12
tseo-tæn-tsing-læ	走帶進來	1
tseo-tæn-zông-læ	走帶上來	1
tsi-me	姊妹	2
tsi-mun-de	𣥼滿了	1
tsiang	賬	5
tsiang-bu	賬簿	11
tsiang-læ	將來	1
tsiang-pe	長輩	1
tsiang-vông-li	賬房裏	1
tsiao-cʽih-læ	招出來	1
tsiao-dzih	照直	1
tsiao-jing	招認	2
tsiao-kwu	照顧	1
tsih	節	3
tsih	只	2
tsih-hao	只好	3
tsih-kwu	只顧	2
tsih-kwun	只管	1
tsih-le	漬洡	1
tsih-leh	只勒	5
tsih-teh	只得	4
tsih-we	只會	2
tsih-yiu	只有	2
tsing	真	7
tsing-tsing	真真	4
tsing-tsing	真正	1
tsiu	酒	15
tsiu-dong	酒桶	1
tsiu-dong-li	酒桶裏	5
tsiu-ko	晝過	1
tsiu-kwun-tin-li	酒館店裏	1
tso	做	13
tso-dzæn	做賺	1
tso-go	做個	1
tso-gyi	做忌	1
tso-ko	做過	1
tso-ko-go	做過個	1
tso-leh	做勒	1
tso-nying	做人	2
tso-tso	做做	1
tsong	總	3
tsong-kyiu	總究	1
tsong-tsong	總總	1
tsong-we	總會	1
tsong-z	總是	3
tsæ	再	13
tsæ-sæn	再三	1
tsæ-ve	再𣍐	4
tsô-kæ	遮蓋	1
tsông	章	3
tsʽa	差	3
tsʽao-ts-hwô	草子花	1
tsʽeng	忖	2
tsʽeng-dzæn	忖賺	1
tsʽeng-kyʽi	忖起	1
tsʽeng-læ	忖來	3
tsʽeng-tao	忖到	2
tsʽeng-tsʽeng	忖忖	10
tsʽeo	湊	2
tsʽeo-de	湊隊	3
tsʽia-kwu	且顧	1
tsʽih-nyin	七年	1
tsʽin-ding	千定	1
tsʽing	請	2
tsʽing-hwu	稱呼	1
tsʽing-kyün	親眷	2
tsʽing-ting-ting	清盯盯	1
tsʽing-tsʽing	請請	1
tsʽo	錯	1
tsʽo-cʽü	錯處	1
tsʽo-lôh	錯落	1
tsʽong-ming	聰明	1
tsʽong-ming-go	聰明個	1
tsʽæn-nyiæn-kyi	懺唸記	1
tu	都	19
tu	賭	3
tu-de	賭了	1
tu-dziang-li	賭場裏	1
tu-shü-go	賭輸個	1
tæn-kông	單講	1
tæn-tsih	單只	1
tông-kæ	當該	1
tön-jün	斷然	1
tön-tön	斷斷	2
tʽao	討	1
tʽao-væn	討飯	1
tʽeo-bun	偷伴	1
tʽeo-leh	偷了	2
tʽeo-læ-go	偷來個	1
tʽeo-pʽô	偷怕	6
tʽeo-tin	偷點	1
tʽeo-to	透多	1
tʽin-dông	天堂	1
tʽin-dông-go	天堂個	1
tʽin-kô	天家	1
tʽin-liang	天亮	1
tʽin-nyiang	天亮	1
tʽin-nyiang-væn	天亮飯	1
tʽin-vu	天父	5
tʽin-vu-go	天父個	3
tʽin-wô	天話	1
tʽin-zông	天上	5
tʽing	聽	5
tʽing-go	聽個	1
tʽing-meng	聽聞	3
tʽing-meng-ko	聽聞過	1
tʽôh	託	2
tʽông-jün	倘然	1
u-sen	烏碎	3
ve	𣍐	11
veng-deo-teng	墳頭頂	1
veng-veng	份份	1
vi-kʽo-cü	未可知	1
vi-min	未免	1
vong	甮	4
vong-kông	甮講	1
vu-lao	父老	1
vu-meo	父母	1
vu-sô-peh-we	無所不爲	1
væn	飯	2
væn	犯	1
væn-din	飯鈿	1
væn-kwæn	犯關	2
væn-pah	凡百	6
væn-tin	飯店	1
væn-yiang	萬樣	1
væn-ze-go	犯罪個	1
vông-li	房裏	1
wa	還	8
wa-we	還會	1
wa-yiu	還有	16
wa-z	還是	1
we	會	38
we-cün	回轉	1
we-leh	爲了	6
we-teh	回答	2
we-tso	會做	1
weh-ling-go	活靈個	1
weh-tong-go	活東個	1
wu	湖	1
wun-go	完個	1
wæn	還	10
wæn-de	還了	1
wæn-feh-læ	還弗來	1
wæn-feh-wun	還弗完	1
wæn-leh	還了	1
wô	話	111
wô-feh-cʽih	話弗出	2
wô-hyiang	話向	3
wô-ko-de	話過了	1
wô-kyʽi-læ	話起來	1
wô-leh	話勒	1
wô-soh	話啥	1
wô-tih-go	話的個	1
wô-ts	話仔	1
wông-kʽong	惶恐	1
w̆a	壞	7
w̆a-cʽü	壞處	2
w̆a-go	壞個	2
w̆a-nying	壞人	1
w̆e-kyʽüoh	委曲	2
yi	又	13
yi-feh-sô	以弗所	1
yi-kying	已經	7
yi-mô	姨嬤	1
yi-ʽeo	以後	1
yia	也	25
yia	夜	1
yia-tao	夜到	1
yia-væn	夜飯	1
yia-z	也是	2
yia-ʽôh	夜學	1
yiah-z	鑰匙	2
yiang	樣	2
yiang-dzin	洋錢	5
yiang-yiang	樣樣	2
yin-dzæ	現在	3
yin-siao	延燒	1
ying	贏	2
ying-de	贏了	1
ying-leh-tin	贏了點	1
yiu	有	53
yiu-go	有個	1
yiu-ho	有夥	2
yiu-lao	有佬	3
yiu-lu	遊路	2
yiu-teh-go	有得個	4
yiu-tin	有點	4
yiu-ze	有罪	2
yiæ-su	耶穌	7
yü-sin	預先	1
yün-kwu	緣故	1
yüong	用	2
yüong-leh	用勒	1
yüong-nying	傭人	1
z	是	29
z-de	是了	2
z-den	字頭	2
z-go	是個	2
z-jün	自然	1
z-ka	是介	71
z-ken	事幹	18
z-ming-cong	自鳴鐘	1
z-tsin	時節	1
z-ʽeo	時候	7
za	柴	1
za-bæn	柴爿	5
zao-nyih	造孽	1
ze	罪	3
ze	隨	2
ze-bin	隨便	1
ze-go	罪個	1
ze-kyʽin	罪愆	1
ze-siu	隨手	2
zi	自	12
zi-go	自個	6
zia-zia	謝謝	3
ziah	若	4
ziah-z	若是	6
ziang	像	4
zih-deo	舌頭	3
zin	前	1
zin-deo	前頭	2
zin-deo-go	前頭個	1
ziu	就	34
ziu	受	2
ziu-næn	受難	1
ziu-z	就是	13
zo	坐	4
zo-ih-zo	坐一坐	1
zo-kæn	坐間	1
zo-leh	坐勒	1
zo-læ	坐來	1
zo-lôh	坐落	1
zo-tæn-lôh	坐帶落	2
zô-nyi-ts	昨日子	2
zô-nyi-ts-go	昨日子個	1
zô-nyih	昨日	1
zông	上	4
zông	嚐	2
zông	尚	2
zông-fah	上法	1
zông-kʽong-pʽô	尚恐怕	2
zông-leh	上勒	1
zông-lôh	上落	2
zông-pun-nyih	上半日	2
zông-tih-go	上的個	1
zông-tsiang	上賬	2
zông-tsʽeo	上湊	2
zông-ʽôh	上學	1
æ	唉	1
æ-dziang	哀杖	1
æ-kying	愛敬	1
æ-lin	哀憐	1
ô-ts	啞子	2
ô-wông	𢛟惶	2
ô-wông-go	𢛟惶個	1
ô-üô	哦㗇	2
ôh-go	惡個	1
ôh-hao-kʽen	惡好看	1
