羅馬字	漢字	頻率
doh-ko-de	讀過了	1
doh-shü	讀書	2
doh-shü-go	讀書個	1
doh-ts	獨子	1
doh-zi	獨自	2
dong-din	銅鈿	1
dong-din-go	銅鈿個	1
dong-dzing	動靜	1
dong-sing	動身	1
dz-pe-go	慈悲個	2
dza	咋	14
dza-go	咋個	7
dza-we	咋會	1
dzi-tsao	遲早	1
dziah-kyih	着急	1
dziang-fu	丈夫	2
dziang-kyiu	長久	1
dziang-ming	長命	1
dziang-si	詳細	2
dziang-tön	長短	1
dziang-yia	長夜	1
dziao-shü	潮水	7
dzih-din	值鈿	2
dzin-dzin	漸漸	3
dzing-gyiu	仍舊	3
dzing-nyün	情願	1
dzing-ts	城子	2
dzong	從	5
dzong-zin	從前	1
dzæ-ʽông-go	在行個	1
dæ	待	1
dæ	抬	1
dæ-kyʽi	抬起	1
dæn-nyün	但願	4
dæn-z	但是	6
dô-kô	大家	6
dön-dön	團團	1
dön-kyʽi	斷氣	1
dön-kyʽi-de	斷氣了	1
dön-kyʽün	團圈	1
dön-kyʽün-go	團圈個	1
en-dong-dong	暗洞洞	1
en-en	安安	4
en-en-tæn-tæn	安安耽耽	2
en-lih-boh-long	暗力薄朧	1
en-lu	暗路	1
en-læ	安來	2
en-læ	按來	1
en-sih-go	安息個	1
en-sih-nyih	安息日	1
en-teng	安頓	1
en-tsông	安葬	1
en-tsông-go	安葬個	1
en-w̆e	安慰	2
en-w̆e-go	安慰個	1
eng-we	恩惠	1
eo	謳	3
eo-feh-ing	謳弗應	1
eo-kyʽi-læ	謳起來	1
eo-leh	謳勒	1
eo-tæn-tao	傴帶倒	1
fah-leh	發了	1
feh	弗	35
feh-hyü	弗許	2
feh-jün	弗然	2
feh-ken	弗敢	1
feh-ko-kyʽi-go	弗過去個	1
feh-kwu	弗顧	1
feh-kyʽi	弗去	2
feh-kʽeng	弗肯	3
feh-kʽo	弗可	5
feh-kʽæ	弗開	1
feh-pʽô	弗怕	2
feh-siang-tao	弗想到	1
feh-tin-go	弗點個	1
feh-tsiao	弗照	10
feh-tʽing	弗聽	1
feh-we	弗會	3
feh-z	弗是	1
feh-zing	弗曾	7
feh-zông	弗上	1
feng-feng	紛紛	1
feng-fu	吩咐	3
fi-dæn	非但	3
foh-ing	福音	1
foh-ing-go	福音個	1
foh-kyʽi	福氣	7
foh-kyʽi-go	福氣個	1
fong	風	1
fong-go	風個	1
fong-liang-tin-go	風涼點個	1
fong-pao	風暴	4
fu-tsʽi	夫妻	2
fæn-cün	反轉	1
fæn-fæn	泛泛	1
fông-læ	放來	1
fông-ts	方子	1
fông-tseo-de	放走了	1
go	個	2
gwông-fong	狂風	1
gyi	其	153
gyi-go	其個	20
gyi-lah	其拉	16
gyi-lah-go	其拉個	2
gyi-tao	祈禱	1
gyi-ts	騎仔	1
gyi-zi	其自	3
gyiang-dao	強盜	6
gyiang-diao	滰掉	1
gyin-sang-go	虔生個	1
gyin-sing-go	虔心個	3
gying-tin	近點	1
gyiu	求	6
gyiu-gyiu	求求	9
gyiu-kʽeng	求懇	2
gyiu-nyin	舊年	1
gyü-tæn-lôh	跪帶落	1
gyüih-leh	掘勒	2
gyüong-kwʽu-go	窮苦個	2
hao	好	31
hao-cʽü	好處	1
hao-cʽü-go	好處個	1
hao-de	好了	1
hao-go	好個	1
hao-gyi	好其	1
hao-hao	好好	4
hao-hao-go	好好個	2
hao-nyih	好日	1
hao-peh	好撥	2
hao-tæ	好歹	1
hao-vong	好甮	2
hao-z	好事	1
hao-ziang	好像	5
heh-yüing	黑雲	1
ho-veh	貨物	3
ho-veh-go	貨物個	1
hwe-kæ	悔改	1
hweh-r-jün	忽而然	2
hwun-hwun	歡歡	1
hwun-hyi	歡喜	4
hwun-hyi-siang	歡喜相	1
hwô	花	2
hwô-gyi-koh	花旗國	1
hwô-yün	花園	1
hwông-wô	謊話	7
hyi-gyi	稀奇	2
hyi-hyi	喜喜	1
hyiang	響	1
hyiang-foh	享福	2
hyiang-tsʽeng-li	鄉村裏	2
hyiang-tsʽeng-li-go	鄉村裏個	1
hyiang-ʽô	鄉下	1
hyiao-jing	孝順	2
hyiao-teh	曉得	17
hyih	歇	1
hyih-zông	吸上	1
hyih-zông-kyʽi	吸上去	2
hying-kyʽi-læ	興起來	1
hyü-to	許多	5
hyüih-sing	血心	1
hyüong-hyüong	嗅嗅	1
hyüong-kyʽi-læ	兇起來	2
hyüong-kyʽi-læ-de	兇起來了	1
hyüong-ôh-go	兇惡個	1
hæ	海	1
hæ-du-zông	海塗上	2
hæ-li	海裏	4
hæ-lu	海路	1
hæ-min	海面	1
i-feh-hao	醫弗好	1
i-jing	依順	3
i-pin	依邊	2
i-s	意思	5
i-sang	醫生	1
i-sæn-læn-li	衣衫襤褸	1
i-zông	衣裳	1
iao	要	34
iao-bông	要防	2
iao-kying	要緊	1
iao-kying-go	要緊個	1
ih	一	1
ih-bu	一部	1
ih-ding	一定	3
ih-fæn	一番	2
ih-go	一個	20
ih-hyih	一歇	3
ih-keh	一格	2
ih-keng	一根	2
ih-kwang	一梗	1
ih-kwun	一管	3
ih-kwʽe	一塊	1
ih-kyi	一記	1
ih-kyü	一句	3
ih-kyʽi	一起	1
ih-kæn	一間	1
ih-kʽeo	一口	1
ih-li	一里	1
ih-lih	一粒	1
ih-ngæn	一眼	12
ih-nyih	一日	5
ih-nyin	一年	1
ih-pah	一百	1
ih-pah-ng	一百五	1
ih-pông	一幫	1
ih-pʽong-djoh	一碰着	1
ih-sang	一生	4
ih-si	一世	4
ih-tsah	一隻	1
ih-tseo-tsing	一走進	1
ih-tsiang	一張	1
ih-tsong	一種	1
ih-tsʽeng-tao	一忖到	1
ih-tsʽih	一切	1
ih-tsʽih-go	一切個	2
ih-veng	一份	1
ih-yiang	一樣	2
ih-yüih	一穴	1
ih-zo	一座	3
ih-zo	一坐	1
ih-zông	一晌	2
ing	應	1
ing-cʽih-læ	映出來	1
ing-we	因爲	11
ing-yüong-go	應用個	2
iu-tih-go	幽的個	1
jih-dzæ	實在	4
jih-kyiu	十九	1
jih-nyin	十年	1
jih-nyin-go	十年個	1
jih-s	十四	1
jih-we	實惠	1
jih-we	實爲	1
jing-fong	順風	1
jing-kwe	循規	1
jing-kying	順境	1
jing-lo	巡邏	2
jing-ming	神明	10
jing-ming-go	神明個	8
jing-siang	忍相	1
jing-ze	認罪	2
joh-sih-go	熟悉個	1
joh-ze-go	贖罪個	1
jü	誰	3
jü	樹	1
jü-go	樹個	1
jü-ko	如果	2
jü-vong	樹縫	1
jün	船	12
jün-jün	然然	3
jün-li-go	船裏個	4
jün-zông-go	船上個	1
ka	介	20
ka	解	4
ka-go	介個	3
ka-shih	解說	1
kah-nga	格外	1
kah-pih-go	隔壁個	1
kah-zông	溢上	1
kao-do	高大	1
kao-fu	交付	1
kao-hyüing	教訓	7
kao-jü	高如	1
kao-kao	教教	4
kao-kao-go	高高個	2
keh	箇	23
keh-cong	箇種	2
keh-cü	箇株	3
keh-da	箇埭	3
keh-deo	箇頭	5
keh-fæn	箇番	1
keh-go	箇個	25
keh-hyiang-tsʽeng-li	箇鄉村裏	1
keh-hæ	隔海	1
keh-kwu-sông-go	箇孤孀個	1
keh-kwun	箇管	1
keh-kwʽe	箇塊	1
keh-kyü	箇句	1
keh-kyʽi	箇起	1
keh-lah	箇拉	2
keh-liang	箇兩	1
keh-liang-go	箇兩個	1
keh-peng	箇本	7
keh-pæn	箇班	1
keh-sing	箇星	17
keh-tsao	箇遭	16
keh-tsiang	箇張	1
keh-tsih	箇節	1
keh-tʽah	箇𡍲	1
keh-tʽah-li	箇𡍲裏	1
keh-vah	箇伐	1
keh-we	箇位	3
keh-yia	箇夜	1
keh-yüih	箇穴	1
keh-z	箇是	1
keh-zo	箇座	2
keh-zông	箇晌	3
ken	敢	1
ken-cʽih	趕出	1
ken-zia	感謝	2
keng-kô	更加	4
keo	夠	1
ko	過	1
ko-de	過了	2
ko-deo-de	過頭了	1
ko-feh-ko	過弗過	1
ko-feh-ko-kyʽi	過弗過去	1
ko-ko	個個	1
ko-kyʽi-tin	過去點	1
ko-leh	過了	2
ko-nyih-ts	過日子	2
ko-ts	過之	1
ko-yiang	過洋	1
kong-fu	工夫	7
kwe-kyü	規矩	1
kwu-djoh	顧着	4
kwu-ling-ting	孤伶仃	2
kwu-sông	孤孀	2
kwu-tsʽing	孤清	1
kwun-go	管個	2
kwun-siu	管守	1
kwæn-kæn	關間	1
kwæn-meng-go	關門個	1
kwông	光	2
kwông-kying	光景	1
kwʽa	快	5
kwʽa-kwʽa	快快	9
kwʽa-yia	快夜	1
kwʽeh	闊	1
kwʽeng-joh	睏熟	1
kwʽeng-kæn	睏間	3
kwʽu-go	苦個	1
kwʽu-li-go	苦裏個	1
kyi-go	幾個	1
kyi-kao	計較	1
kyi-meo	計謀	2
kyi-nyih	幾日	3
kyi-nyin	幾年	1
kyi-sing	肌身	3
kyi-teh	記得	2
kyi-toh	基督	1
kyi-tsah	幾隻	1
kyi-tsao	幾糟	1
kyi-tsʽah	幾尺	1
kyiah	腳	1
kyiah-bu	腳步	2
kyiah-li	腳裏	1
kyiah-tsih-meh-di	腳節末蹄	1
kyiao-leh	叫勒	3
kyiao-s	教師	2
kyih-mih	今末	1
kyih-næn	劫難	1
kyih-sah	結煞	4
kyin-læ	建來	1
kying-di	境地	1
kying-djong	敬重	1
kying-z-ka	竟是介	1
kyiu	救	4
kyiu-cü	救主	6
kyiu-cü-go	救主個	2
kyiu-cʽih	救出	1
kyiu-dao	救道	1
kyiu-eng	救恩	1
kyiu-shü-de	九歲了	1
kyiæ	誡	1
kyü	歸	1
kyü-kyʽi	歸去	1
kyü-læ	歸來	1
kyü-tang-kyü	句打句	1
kyü-tao	歸到	1
kyü-tao-ts	歸到仔	1
kyüô-jü	假如	1
kyʽi	去	44
kyʽi	氣	1
kyʽi-de	去了	2
kyʽi-go	去個	1
kyʽi-pʽin	欺騙	1
kyʽih	挈	1
kyʽih-kyʽih	乞乞	1
kyʽin-kao	欠高	1
kyʽin-tsao-de	欠早了	1
kyʽing	輕	2
kyʽing-kyʽing	輕輕	3
kyʽing-yin	輕言	1
kyʽü-leh	虧勒	2
kyʽü-shü-de	去世了	3
kyʽü-shü-go	去世個	1
kyʽüih	缺	2
kyʽüih-li-go	缺裏個	1
kyʽün	勸	3
kyʽün-kyʽün	勸勸	1
kyʽün-kyʽün	圈圈	1
kyʽün-w̆e	勸慰	1
kyʽüoh	喫	3
kyʽüoh-mah	喫沒	1
kyʽüoh-ts	喫仔	2
kæ	該	8
kæ	蓋	1
kæ-ko	改過	1
kæn	揀	1
kæn-deo	間頭	1
kæn-tsô-go	奸詐個	1
kô-li	家裏	1
kôh-kôh	角角	1
kông	講	11
kông-de	講了	1
kông-deh-læ	講了來	1
kông-djoh-go	講着個	1
kông-kông	講講	1
kông-peh	講撥	1
kʽao-leh	敲了	1
kʽao-nyü	考語	1
kʽeh-kʽeh	克克	1
kʽeh-kʽeh	刻刻	1
kʽeh-tsʽeng	刻忖	1
kʽeh-tsʽeng-go	刻忖個	1
kʽen	看	12
kʽen-cʽih	看出	2
kʽen-dzong	看從	1
kʽen-feh-cʽih-go	看弗出個	2
kʽen-feh-kyin	看弗見	1
kʽen-kyin	看見	21
kʽen-kyin-ko	看見過	1
kʽen-kʽen	看看	2
kʽen-leh	看了	1
kʽen-leh	看勒	1
kʽen-leh-kyin	看勒見	1
kʽen-læ	看來	1
kʽen-siang	看相	1
kʽeo-kʽeo	扣扣	3
kʽeo-ngæ	口呆	1
kʽo	可	1
kʽo-lin	可憐	2
kʽo-pi	可比	4
kʽo-sih	可惜	8
kʽo-yi	可以	5
kʽoh	哭	2
kʽoh-go	哭個	1
kʽoh-kyʽi	哭去	1
kʽoh-kyʽi-læ	哭起來	1
kʽoh-kyʽi-læ-de	哭起來了	1
kʽoh-leh	哭勒	1
kʽoh-læ	哭來	1
kʽong-pʽô	恐怕	3
kʽæ-dao	開導	1
kʽæ-eng	開恩	1
kʽæ-jün	開船	1
kʽæ-kæn	開間	1
kʽæ-kô	開家	1
kʽæ-kʽeng-go	開墾個	1
kʽæ-kʽæ-læ-de	開開來了	1
kʽô-ding	抲定	2
lah-coh	蠟燭	1
lah-djü	攔住	2
lang-lang	冷冷	1
lang-loh-go	冷落個	1
lang-lôh	冷落	1
lang-lôh-go	冷落個	1
lang-zing-go	冷靜個	1
lao-da	老大	3
lao-dzing-go	老成個	1
lao-lao	勞勞	1
lao-nyüing	老𡢿	5
le-tao	𨀤倒	1
leng-tsʽin	論千	1
leng-væn-go	論萬個	1
li	李	20
li	裏	1
li	里	1
li-hyiang	裏向	2
li-kʽæ	離開	1
li-pa	禮拜	2
li-pa-dông	禮拜堂	1
li-pa-nyih-ts	禮拜日子	1
li-ʽæ-de	厲害了	1
liang	亮	1
liang	兩	1
liang-de	亮了	1
liang-ding	涼亭	1
liang-ding-li	涼亭裏	3
liang-go	兩個	11
liang-kwông	亮光	7
liang-liang-siang	量量相	1
liang-nyih	兩日	2
liang-nyin	兩年	1
liang-sing	良心	1
liang-tʽah	亮塔	3
liang-tʽah-go	亮塔個	3
liang-tʽah-li	亮塔裏	8
liang-tʽah-li-go	亮塔裏個	1
liao-bah	䩍白	1
liao-feh-djoh	撩弗着	1
liao-leh-djoh	撩勒着	1
liao-leh-tao	料勒到	1
lih-kæn	立間	2
lih-kʽeh	立刻	5
lih-lôh	立落	1
lih-ts	立仔	1
lin	連	2
ling-leh	領勒	1
ling-sô-kô	鄰舍家	3
ling-weng	靈魂	2
liu	流	1
lo-lo-lôh	擄擄落	1
loh-loh	碌碌	1
loh-shü	六歲	1
loh-sæn-de	落山了	1
loh-tin-cong	六點鐘	1
long-do	弄大	3
long-fah	弄法	1
long-leh	弄勒	1
long-long	弄弄	1
lu	路	8
lu-kying	路徑	1
lu-li	路裏	1
lu-tʽæ	路梯	4
lu-tʽæ-ts-ʽô	路梯之下	1
lu-zông	路上	1
læ	來	67
læ-gyi	來其	3
læ-kæn	來間	5
læ-leh-gyi	來勒及	2
læ-teh	來得	1
læ-tih	來的	26
læ-tong	來東	5
læ-ts	來仔	1
læ-w̆ông	來往	1
læn	籃	1
læn-do	懶惰	1
lôh-boh	落泊	1
lôh-dzih	落直	1
lôh-lôh	落落	1
lôh-sæn-de	落山了	1
lôh-væn	落凡	1
lông	浪	2
l̆a	拉	1
m	嘸	2
m-deo	嘸頭	1
m-deo-jü	嘸頭緒	1
m-gyüong-dzing-go	嘸窮盡個	2
m-jü	嘸緒	1
m-ko	嘸過	1
m-kyi-z	嘸幾時	1
m-kyʽi-lih	嘸氣力	1
m-neh	嘸得	13
m-neh-go	嘸得個	3
m-nyiang-go	嘸孃個	1
m-nying	嘸人	1
m-næn	嘸難	1
m-shih-fah	嘸設法	2
m-su-go	嘸數個	1
m-tia	嘸爹	1
m-yiu	嘸有	6
ma	嗎	3
ma	買	2
ma-hao-ts	買好仔	1
ma-peh	買撥	1
mang-fong	猛風	1
mang-mang	猛猛	2
mao-bing	毛病	1
mao-ts	帽子	1
me	每	1
me-tsia	梅姐	8
me-tsia-go	梅姐個	8
me-veng	每份	1
meh-sah	沒煞	1
meh-sah-go	沒煞個	1
meh-zông-de	沒上了	1
meng	問	6
meng-du	門徒	2
meo-lao	母老	1
mi-de	未了	1
mi-ʽôh	迷惑	1
mih-vông	滅亡	1
min-ko	免過	1
min-kʽong	面孔	2
min-seh	面色	1
min-zin	面前	1
min-zông	眠牀	2
ming-bah	明白	2
ming-deo-go	名頭個	1
ming-liang	明亮	2
ming-ming	明明	2
ming-z	名字	3
mo-kwe	魔鬼	1
mo-kwe-go	魔鬼個	2
moh-djoh	摸着	1
moh-tsʽeh-di-en	墨漆地暗	1
moh-tsʽeh-en	墨漆暗	1
mun-deo	饅頭	1
mæn-fah	慢法	1
mæn-mæn	慢慢	1
mô-deo	碼頭	1
mô-teng	馬鐙	1
mô-tʽa	馬太	2
mô-wông	麻惶	1
mô-zông	馬上	2
mông	望	1
mông-kyi	忘記	3
mông-kyi-de	忘記了	1
mông-mông	望望	1
nao-kʽoh-deo	腦殼頭	1
nen-pin	南邊	1
neng-keo	能夠	14
ng	爾	35
ng-diao	五條	1
ng-go	爾個	10
ng-lah	爾拉	8
ng-ts	兒子	5
ng-zi	爾自	1
ngen-zông	岸上	4
ngeo-ziang	偶像	1
ngo-sah	餓煞	1
ngwe-hyin	危險	2
ngwe-hyin-go	危險個	3
ngæ-peh-leng-teng	呆不愣敦	1
ngæn-li	眼淚	5
ngæn-tsing	眼睛	5
ngæn-zin	眼前	1
ngô	我	138
ngô-go	我個	13
ngô-tsiao	砑礁	5
ngô-zi	我自	1
ngô-zi-go	我自個	1
ni	呢	9
nyi	二	1
nyi-leng	議論	1
nyi-sing	疑心	1
nyiah-leh	捏勒	1
nyiang-ts	娘子	3
nyiao-sô	饒赦	4
nyiao-sô-go	饒赦個	1
nyih-deo	日頭	2
nyih-nyih	日日	1
nyih-nyih-go	熱熱個	1
nyih-nyih-sing-sing	熱熱心心	1
nyih-ts	日子	2
nyih-yia	日夜	1
nyin-kyi	年紀	7
nying	人	25
nying-go	人個	3
nying-kô	人家	3
nying-kô-go	人家個	2
nying-ts	銀子	1
nyü-nying	女人	2
nyün-nyün	軟軟	1
nyün-ziah	軟弱	1
nyüoh-sing-go	肉身個	2
næn-ko	難過	10
næn-ko-kyʽi-læ-de	難過起來了	1
næn-kæn	難間	7
næn-teh	難得	1
nô	喏	1
oh-li	屋裏	8
oh-li-go	屋裏個	1
pa	拜	1
pa-leh	擺勒	1
pa-læ	擺來	1
pah	八	1
pah-tin	八點	1
pao-djün	保全	1
pao-hyüih	寶血	1
pao-pe	寶貝	1
pao-wu	保護	4
pao-yiu	保佑	1
pe-shông	悲傷	5
pe-tsʽih-leh-kying-go	悲慼勒緊個	1
peh	撥	14
peh	不	1
peh-djông	不常	5
peh-dong-go	不同個	1
peh-ih	不一	1
peng-cʽih	奔出	1
peng-hyiang	本鄉	1
peng-tao	奔到	6
peng-tsing	奔進	1
peng-zông	奔上	1
pi	比	3
pi-cong	比衆	1
pi-long-ts	閉攏仔	1
pi-læ	比來	2
pih-ding	必定	4
pih-iao	必要	3
pih-yiu	必有	1
pin	邊	2
pin-yin	邊沿	3
pun-go	半個	1
pun-nyih	半日	1
pun-tao	搬到	1
pun-to	半多	1
pô	把	5
pông-dzu	幫助	8
pông-tsʽeng	幫襯	1
pông-yiang	榜樣	2
pʽah-kyʽi-go	拍去個	1
pʽah-læ	拍來	1
pʽin	騙	1
pʽin-pʽin	騙騙	1
pʽong-djoh	碰着	2
pʽô	怕	1
pʽô-pʽô-de	怕怕了	1
pʽô-pʽô-go	怕怕個	1
s	賜	1
s-cʽih-kyʽi	駛出去	1
s-feh-læ	駛弗來	1
s-loh	賜落	1
s-long	駛攏	2
s-long-læ	駛攏來	2
s-lôh	賜落	1
s-meo	師母	31
s-meo-go	師母個	1
s-peh	賜撥	1
s-pʽin	詩篇	1
s-s-kʽen	試試看	1
s-siang	思想	1
s-tao	駛到	1
s-teh	使得	12
s-yüoh	私慾	1
sah-kʽeo	煞口	1
sang	生	1
sang-bing	生病	2
sang-leh	生勒	1
sang-tih	生的	1
se	雖	2
se-tsih	雖即	3
seo-seo-go	瘦瘦個	1
shih-kwah-liang	雪刮亮	1
shih-lih	設立	1
shih-wô	說話	15
shông-sang-go	雙生個	1
shông-sing	傷心	1
shü	書	3
shü-fong	世風	1
shü-go	書個	3
shü-kæn-zông	世間上	4
shü-kæn-zông-go	世間上個	1
shü-li	水裏	1
shü-siu	水手	1
shü-vông	書房	4
shü-vông-li	書房裏	4
shü-vông-li-go	書房裏個	1
si	死	7
si-de	死了	5
si-go	死個	3
si-lu	死路	1
si-ts	死之	2
si-ts	死仔	1
si-ʽeo	死後	1
siah-siah-hao	削削好	1
siang-gying	相近	1
siang-lin-go	相連個	1
siang-mao	相貌	5
siang-siang-go	相相個	1
siang-sing	相信	2
siang-te-go	相對個	1
siang-vông	想望	8
siang-we	相會	1
siao	小	7
siao-di	小弟	1
siao-go	小個	2
siao-læ	小來	1
siao-nying	小人	22
siao-nying-go	小人個	1
siao-nön	小囡	8
siao-nön-go	小囡個	1
siao-siao	小小	1
siao-siao-go	小小個	1
siao-tao	小刀	1
siao-w̆æn	小娃	4
sih-fông	釋放	1
sin-sang	先生	5
sing	心	6
sing	姓	1
sing	新	1
sing	星	1
sing	深	1
sing-hyiang	聲響	4
sing-kwô	心掛	1
sing-li	心裏	13
sing-li-go	心裏個	2
sing-ling	聖靈	2
sing-ming	性命	6
sing-shü	聖書	11
sing-shü-go	聖書個	1
sing-siang	心想	6
sing-sin	新鮮	1
sing-sing	心心	1
sing-sing-go	深深個	1
sing-su	姓數	1
sing-tin	深點	1
siu	手	3
siu	首	1
siu-kyiah	手腳	1
siu-li	手裏	1
siu-liu	收留	3
soh-go	啥個	6
soh-ko	啥個	1
song	送	2
sæn	三	1
sæn-nyin	三年	2
sæn-s	三四	2
sæn-teng	山頂	1
sæn-tsʽin	三千	1
sæn-yiang	三樣	1
sô	所	3
sô	沙	3
sô-cʽih	捨出	1
sô-di	沙地	5
sô-diao	赦掉	1
sô-kông-go	所講個	3
sô-nyi	沙泥	1
sô-nyi-di	沙泥地	1
sô-teh	捨得	3
sô-wô-tih	所話的	1
sô-yi	所以	4
tang	打	1
tang-sön	打算	2
tao	到	28
tao	倒	2
tao-dong	倒桶	1
tao-kao	禱告	2
tao-leh	到了	2
teh	掇	1
teh-cü	得知	6
teh-djoh	得着	6
teh-djoh-ts	得着仔	1
teng	等	49
teng-feh-tao-cü	等弗到知	1
teng-long	燈籠	1
teng-tao	等到	1
teng-tsæn	燈盞	21
teng-tsæn-go	燈盞個	1
teng-tsæn-ʽô	燈盞下	1
teo-deo	兜頭	1
tia-tia	爹爹	1
tin	點	11
tin-cong	點鐘	1
tin-dziah	點着	2
tin-go	點個	2
tin-leh	點勒	1
tin-leh-djoh	點勒着	2
tin-li	店裏	2
tin-tin	點點	1
tin-ts	點仔	3
tin-tæn-kyʽi	踮帶起	1
ting	頂	8
ting-den	頂頭	1
ting-hao-go	頂好個	2
ting-siao-go	頂小個	1
to-bi	躲避	1
to-hwô	朵化	1
to-kyʽi-læ-de	多起來了	1
to-siao	多少	2
tong-si	東西	4
ts-i	旨意	1
ts-nen	之內	1
ts-nga	之外	1
ts-tin	指點	3
ts-ʽeo	之後	1
tsah-vah	責罰	1
tsao	早	1
tsao-tʽin-nyiang	早天亮	1
tsao-yi	早已	1
tseng-kwe	尊貴	1
tseng-kying	尊敬	2
tseo	走	6
tseo-cün-læ	走轉來	2
tseo-cʽih-læ	走出來	1
tseo-go	走個	2
tseo-kʽæ-de	走開了	2
tseo-leh	走勒	1
tseo-læ-tseo-kyʽi	走來走去	1
tseo-lôh-læ	走落來	2
tseo-tao	走到	4
tseo-tao	走倒	1
tseo-tao-ts	走到仔	1
tseo-tseo	走走	2
tseo-tsing	走進	3
tseo-tsing-ts	走進仔	2
tsi-leh	𣥼勒	1
tsi-tsao	嚌糟	1
tsiang	漲	1
tsiang-kyʽi	漲起	2
tsiang-kæn	張間	2
tsiang-læ	將來	1
tsiang-tong	仗東	1
tsiang-zông	漲上	1
tsiao	礁	5
tsiao	照	1
tsiao-djoh	照着	6
tsiao-go	礁個	2
tsiao-jing	招認	1
tsiao-kwu	照顧	1
tsiao-læ	照來	1
tsih	節	3
tsih-hao	只好	2
tsih-leh	只勒	5
tsih-we	只會	6
tsih-yiu	只有	7
tsih-z	只是	12
tsing	真	4
tsing-hao	正好	3
tsing-tsing	真正	7
tsing-ziang	正像	2
tsiu	周	1
tsiu	酒	1
tsiu-tsi	周濟	1
tso	做	11
tso-diao	做掉	4
tso-fah	做法	1
tso-fah-go	做法個	1
tso-leh	做勒	1
tso-nying	做人	3
tso-soh	做啥	1
tso-tso	做做	2
tsong	總	11
tsu-djü	阻住	1
tsæ	再	20
tsæ-kô	再加	1
tsæ-leh	載勒	1
tsæ-ve	再𣍐	2
tsæ-wæn	災患	1
tsæ-wô	再話	1
tsæ-z	再是	2
tsô-djü	遮住	1
tsôh-lông	作浪	1
tsông	章	2
tsông-hao-ts	裝好仔	1
tsông-kæn	葬間	1
tsông-læ	葬來	4
tsʽ	刺	1
tsʽah	尺	1
tsʽang-hao-ts	撐好仔	1
tsʽang-long-kyʽi	撐攏去	1
tsʽao	草	1
tsʽeh-en	漆暗	1
tsʽeh-leh-te-de	拆了對了	1
tsʽeng	忖	7
