羅馬字	漢字	頻率
geh-tʽa	搿泰	1
go	個	36
gyi	其	154
gyi-go	其個	7
gyi-kæ-kwun	其該管	1
gyi-lah	其拉	52
gyi-lah-go	其拉個	4
gyi-wô	其話	1
gyi-zi	其自	5
gyi-ʽô-nying	旗下人	1
gyiang	強	1
gyiang-dao	強盜	1
gyiang-kyʽi-læ	強起來	1
gyiang-leh	強勒	1
gyiang-wang	強橫	3
gyiao	橋	1
gyiao-ts	轎子	1
gyih-hao-go	極好個	1
gyin-sing-go	虔心個	1
gying-dao	勁道	1
gying-long-læ	近攏來	1
gying-læ	近來	1
gyiu	求	3
gyiu-fah	求法	1
gyiu-geh-tʽa	求搿泰	1
gyiu-kʽeng	求懇	1
gyiu-nyin-ts	舊年子	1
gyü-dæn	懼憚	4
gyü-tæn-lôh	跪帶落	1
gyüih	掘	1
gyüih-cʽih-læ	掘出來	2
gyün	權	1
gyün-ping	權柄	10
gyüong-kwʽu	窮苦	1
hao	好	34
hao-cʽü	好處	2
hao-de	好了	1
hao-go	好個	2
hao-kyʽi-læ	好起來	1
hao-kʽen	好看	1
hao-kʽen-tin	好看點	1
hao-lao	好佬	1
hao-tin	好點	3
hao-vong	好甮	3
he-peh	許撥	1
heh-en	黑暗	7
heh-en-go	黑暗個	1
heh-en-z-shü	黑暗時世	1
heh-in	黑煙	1
heh-kyiu-læn-eng	赫究蘭恩	1
heh-tsao	黑早	1
hen	漢	1
hen-dziao	漢朝	1
hen-nyi-pô	漢尼巴	11
heng	很	1
ho	火	4
ho-deo	火頭	1
ho-lo-da-siao	呵囉大笑	1
ho-lu	火爐	1
ho-læ-si	訶萊西	5
ho-nyih-go	火熱個	1
ho-sæn	火山	5
ho-veh	貨物	1
hoh	𢞕	1
hong-pʽin	哄騙	1
hwe-dzing	灰塵	3
hweh-r-jün	忽而然	2
hwun-hyi	歡喜	2
hwun-tʽin	歡天	1
hwô-yün	花園	1
hyi-deo	嬉頭	2
hyi-di	喜地	1
hyi-lah	希臘	13
hyi-lah-go	希臘個	1
hyi-lah-koh	希臘國	2
hyi-lah-z	希臘字	2
hyi-pah-læ-z	希伯來字	1
hyi-veng	戲文	1
hyiang	響	3
hyiang-fông	鄉方	8
hyiang-tsʽeng	鄉村	1
hyiao-jing	孝順	1
hyiao-teh	曉得	6
hyih	歇	2
hyih-siu	歇手	1
hyin	獻	1
hyin-cʽih	顯出	1
hyin-peh	獻撥	1
hying-kyʽi-læ	興起來	2
hying-kyʽi-læ-go	興起來個	1
hying-wông	興旺	6
hying-wông-de	興旺了	1
hyü-hwô	虛花	1
hyü-to	許多	41
hyü-wô	虛話	1
hyüih	血	2
hyüih-sing	血心	4
hyüong-di	兄弟	2
hyüong-kwun-deo	胸脘頭	1
hyüong-seh-seh	兇色色	1
hyüong-siu-go	兇手個	1
hyüong-ôh	兇惡	3
hyüong-ôh-go	兇惡個	1
hæ	海	1
hæ-kʽeo	海口	1
hæ-li	海裏	2
hæ-tao	海島	5
hô-hen	呵鼾	1
hô-leh	颬勒	1
i	依	7
i-deh	依了	1
i-djong-gyi	倚重其	1
i-leh	依勒	1
i-lu	依路	1
i-s	意思	3
i-zông	衣裳	1
iah-ding	約定	1
iah-ʽen	約翰	3
iang-kæn	養間	1
iao	要	42
iao-bông	要防	1
iao-kying	要緊	2
iao-kying-tin	要緊點	1
ih	一	11
ih-da	一埭	2
ih-dao	一道	1
ih-ding	一定	3
ih-djü	一廚	1
ih-do	一大	1
ih-do-de	一大隊	1
ih-do-pun	一大半	1
ih-do-pæn	一大班	3
ih-dzih	一直	8
ih-dzing	一陣	3
ih-dæ	一代	2
ih-go	一個	55
ih-hyiang	一向	3
ih-hyiang	一響	1
ih-koh	一國	2
ih-kwʽe	一塊	4
ih-kyi	一計	1
ih-kyü	一句	2
ih-kʽen	一看	5
ih-kʽen-gyi	一看其	1
ih-kʽen-zin-deo	一看前頭	1
ih-kʽeo-kyʽi	一口氣	1
ih-liang-yiang	一兩樣	1
ih-lin	一連	3
ih-ming-bah	一明白	1
ih-mun	一滿	1
ih-ngæn	一眼	8
ih-ngæn-ngæn	一眼眼	1
ih-ngæn-tu	一眼都	1
ih-nyin	一年	3
ih-pah	一百	1
ih-pah-to	一百多	2
ih-pin	一邊	4
ih-pun	一半	6
ih-pæn	一班	1
ih-pæn-nying	一般人	1
ih-tao	一刀	1
ih-teng	一等	1
ih-ts	一支	3
ih-tsah	一隻	1
ih-tsao	一遭	2
ih-tsing	一進	1
ih-tsʽin-tsʽih-pah	一千七百	1
ih-tʽah	一𡍲	10
ih-we	一位	1
ih-yiang	一樣	3
ih-yiang-go	一樣個	2
ih-z	一時	1
ih-zing	一任	1
ih-zo	一座	10
ing-cʽih	印出	1
ing-hyü	應許	1
ing-kyih-li	英吉利	2
ing-pæn	印版	1
ing-we	因爲	57
ing-yüong	英雄	1
jih-dzæ	實在	5
jih-feng	十分	1
jih-go	十個	1
jih-koh	十國	3
jih-koh-sang	十國生	1
jih-kyiao	入教	1
jih-lin	習練	1
jih-loh-nyin	十六年	1
jih-ng	十五	2
jih-r-mæn	日耳曼	4
jih-s-ng-væn	十四五萬	1
jih-tsah	十隻	1
jih-tsʽih	十七	1
jih-tʽah	十𡍲	1
jih-yiæ-su-kyiao	入耶穌教	1
jing	神	1
jing-ming	神明	4
jing-tsah	順隻	1
jing-wæn	循環	1
joh-koh	屬國	4
joh-koh-de	屬國了	2
jôh	屬	1
jü	誰	13
jü-kying	如今	1
jü-lah	誰拉	1
jü-li-üô	敘利亞	5
jü-long	聚攏	2
jü-long-læ	聚攏來	1
jü-z	敘事	1
jün	船	4
jün-cong	善終	1
jün-cong-go	善終個	1
jün-ko-jün	船個船	1
jün-kʽao	全靠	1
jün-li	船裏	2
ka	介	62
ka-go	介個	11
ka-kun	介管	1
ka-shih	解說	2
ka-siang-mao	介相貌	1
ka-z-ʽeo	介時候	1
kah	格	1
kah-deo-kah-nao	夾頭夾腦	1
kah-pih	隔壁	1
kah-pu-üô	格布亞	1
kao	教	1
kao	高	1
kao-hying-siang	高興相	1
kao-hyüing	教訓	2
kao-nyin	膠粘	1
kao-nying	教人	1
kao-su	告訴	1
kao-ti	高低	1
kao-tsin	交戰	9
keh	箇	67
keh-cong-ka	箇種介	3
keh-cü-ka-go	箇株介個	1
keh-deo	箇頭	6
keh-go	箇個	20
keh-go-nying	箇個人	2
keh-hyiang	箇向	2
keh-kyü	箇句	1
keh-lah	箇拉	46
keh-lao-tiu	葛勞丟	1
keh-leh	箇勒	1
keh-læ-su	葛萊蘇	2
keh-nyin	箇年	2
keh-pin	箇邊	11
keh-pæn	箇班	11
keh-sing	箇星	58
keh-ts	箇支	1
keh-tsao	箇遭	2
keh-tʽah	箇𡍲	5
keh-we	箇位	1
keh-z	箇是	4
keh-zo	箇座	3
keh-ʽao	箇號	2
ken	干	1
ken	敢	1
ken-djôh	趕着	2
ken-ko	干戈	1
keng-kô	更加	3
keo-kyʽüoh	夠喫	1
keo-ts	鉤子	1
keo-yüong	夠用	1
ko	過	6
ko-hæ	過海	3
ko-li-o-læn	哥裏倭蘭	9
ko-liao	過了	1
ko-liao-go	過了個	1
ko-ling-to	哥林多	1
ko-læ	過來	1
ko-su-go	個數個	1
ko-tang-ko	個打個	1
ko-te-ko	過對過	1
koh	國	7
koh-go	國個	2
koh-kô	國家	9
koh-kô-go	國家個	1
koh-sang	國生	2
koh-su	國數	2
koh-tang-koh	國打國	1
koh-veng	國份	22
koh-wông	國王	2
koh-wông-go	國王個	1
kong-dao	公道	1
kong-fu	功夫	9
kong-kyü	公舉	3
kong-lao	功勞	2
kong-ts	公子	3
kong-tæn-ding	貢旦定	4
kong-tæn-ding-dzing	貢旦定城	2
kong-we	公會	2
kong-z	公事	3
kong-ʽeo	公侯	5
kwah-kyiah	摑腳	1
kwah-siu	摑手	1
kwang	梗	1
kwe	歸	3
kwe-keng	歸根	2
kwe-kyü	規矩	1
kwe-leh	歸勒	1
kwe-peh	歸撥	3
kwe-tsing	歸正	2
kwe-tsing-go	歸正個	1
kwe-tsing-liao	歸正了	1
kweng-ts	棍子	1
kwu	顧	1
kwu-djôh	顧着	1
kwu-læ-si	古萊西	2
kwu-sông	孤孀	1
kwu-tsih	古蹟	4
kwu-z	古時	1
kwu-z	故事	1
kwu-z-tsin	古時節	4
kwu-z-tsin-go	古時節個	1
kwun	管	1
kwun-fu	官府	2
kwæn	慣	1
kwæn-diah	關牒	2
kwæn-go	關個	1
kwæn-ih-kwæn	關一關	1
kwæn-leh	關了	1
kwæn-liao	慣了	1
kwæn-liao	關了	1
kwông	廣	2
kwông-kying	光景	9
kwông-ming	光明	1
kwʽa	快	10
kwʽa-de	快了	1
kwʽa-kwʽa	快快	1
kwʽa-weh	快活	2
kwʽe	塊	1
kwʽu-tsʽu	苦楚	1
kyi	幾	1
kyi-go	幾個	6
kyi-go-nying	幾個人	1
kyi-jün	既然	9
kyi-kao	計較	6
kyi-nyin	幾年	2
kyi-pa	寄拜	2
kyi-we	機會	3
kyi-z	幾時	5
kyiah	腳	3
kyiah-kwang	腳梗	1
kyiah-ʽô	腳下	1
kyiao	教	1
kyiao-deo	教頭	4
kyiao-kyiao	澆澆	1
kyiao-leh	叫勒	55
kyiao-meng	教門	5
kyiao-meng-li	教門裏	1
kyiao-wông	教皇	12
kyiao-wông-go	教皇個	1
kyih-deh-tông	結特黨	2
kyih-gyüoh	結局	1
kyih-ko	結果	1
kyih-sah	結煞	1
kyin	建	1
kyin-læ	建來	1
kying	禁	1
kying	經	1
kying	緊	1
kying-djong	敬重	2
kying-djü	禁住	1
kying-dzing	京城	7
kying-kying	緊緊	1
kying-næn-kæn	今難間	1
kying-ts	金子	1
kyiu	救	5
kyiu-cü	救主	1
kyiu-cü-go	救主個	1
kyiu-cün	救轉	2
kyiu-ping	救兵	2
kyiu-shü	九歲	1
kyü	據	2
kyü	句	1
kyü	歸	1
kyü-læ	歸來	3
kyüing-z-dæn-ting	均士淡丁	1
kyüô-da-gyi	迦大其	28
kyüô-nen	迦南	1
kyʽi	去	52
kyʽi	起	8
kyʽi	氣	2
kyʽi-deo	起頭	2
kyʽi-deo-go	起頭個	4
kyʽi-diao	棄掉	3
kyʽi-go	去個	1
kyʽi-gyi-feh-ko	氣其弗過	2
kyʽi-hyüih-sing	起血心	1
kyʽi-ing-go	起因個	1
kyʽi-ko	起過	1
kyʽi-kʽang	溪坑	1
kyʽi-leh	起了	5
kyʽi-leh-ping	起了兵	1
kyʽi-læ	起來	1
kyʽi-næn-dao	豈難道	1
kyʽi-ping	起兵	1
kyʽiao-leh	巧了	1
kyʽiao-leh	巧勒	1
kyʽih	喫	1
kyʽih-hoh	喫𢞕	1
kyʽih-hoh-sah	喫𢞕煞	1
kyʽin	牽	1
kyʽing-kʽo	輕可	1
kyʽing-tsʽa	欽差	1
kyʽü-leh	虧了	7
kyʽü-leh	虧勒	1
kyʽüih	缺	6
kyʽüih-de	缺了	1
kyʽüih-go	缺個	3
kyʽüih-tang	屈打	1
kyʽüih-tin	缺點	1
kyʽün	勸	2
kyʽün-cün	圈轉	1
kyʽüoh	喫	3
kyʽüoh-dzing-go	喫剩個	1
kyʽüoh-leh	喫了	1
kyʽüoh-ts	曲子	1
kyʽüoh-tse	喫醉	1
kyʽüoh-zing	喫盡	1
kæ	該	3
kæ-ko	改過	1
kæ-kwun	該管	5
kæ-kwun-de	該管了	2
kæ-kwun-go	該管個	9
kæ-sah	該撒	12
kæ-sah-go	該撒個	1
kæn-ying	姦淫	1
kô	加	1
kô-bu-sah	假菩薩	1
kô-dah-mo-s	加達摩斯	1
kô-go	假個	1
kô-hyi-deo	假戲頭	1
kô-zông	加上	1
kôh-cʽü	各處	2
kôh-nying	各人	3
kôh-yiang	各樣	1
kông	講	5
kông	降	1
kông-deh-læ	講了來	1
kông-go	講個	1
kông-kyiu	講究	1
kông-kông	剛剛	1
kông-leh-siang-z	講了相似	1
kông-lôh-læ	降落來	1
kông-tao	講到	5
kông-tsʽo	講錯	1
kông-wun	講完	1
kông-ʽo	講和	3
kʽang-lôh-læ	揞落來	1
kʽao	敲	1
kʽao-djoh	靠着	1
kʽao-djôh	靠着	1
kʽao-jih	考實	1
kʽao-kyiu	考究	1
kʽao-se	敲碎	1
kʽeh-deo	磕頭	1
kʽeh-tsʽeng-go	刻忖個	1
kʽen	看	15
kʽen-go	看個	1
kʽen-kyin	看見	2
kʽen-kyʽi-læ	看起來	4
kʽen-kʽen	看看	1
kʽen-tong	看東	1
kʽen-ts	看仔	1
kʽen-yiang	看樣	1
kʽeng	肯	10
kʽeo-kʽeo	扣扣	1
kʽo-lin	可憐	3
kʽo-sih	可惜	4
kʽo-yi	可以	1
kʽong-dzing	空城	1
kʽong-mo	空磨	1
kʽong-pʽô	恐怕	4
kʽong-sing	空心	1
kʽong-sing-go	空心個	1
kʽong-siu	空手	1
kʽong-siu-læ	空手來	1
kʽæ	開	1
kʽæ-go	開個	2
kʽô	抲	11
kʽô-djôh	抲着	1
kʽô-fah	抲法	1
kʽô-gyi	抲其	1
kʽô-kyʽi	抲去	1
kʽô-leh-kyʽi	抲了去	2
kʽô-læ	抲來	1
la-mô-seng	喇嘛僧	1
la-va	喇𠲎	3
lah	拉	1
lah-coh	蠟燭	1
lah-ko-nyi-üô	拉戈尼亞	1
lang	冷	1
lang-lang	冷冷	1
lang-nyih	冷熱	1
lang-zing	冷靜	1
lao-hwu	老虎	1
lao-jih	老實	1
lao-kæn-li	牢監裏	1
lao-nyüing	老𡢿	7
lao-peng-go	老本個	1
lao-siao	老少	1
le-dæ	擂臺	1
le-kwu	擂鼓	1
leh	勒	2
li	裏	1
li	里	1
li-deo-go	裏頭個	1
li-diao	離掉	1
li-hyiang	裏向	24
li-li	麗麗	1
li-lu	里路	1
li-pa	禮拜	2
li-pa-dông	禮拜堂	2
li-sing	理性	1
li-ʽæ	厲害	5
li-ʽæ-go	厲害個	2
li-ʽæ-leh-kying	厲害勒緊	1
liang	兩	4
liang	亮	1
liang-go	兩個	14
liang-kyü	兩句	1
liang-pin	兩邊	6
liang-ts	兩支	1
liang-tsah	兩隻	1
liang-tsʽao	糧草	1
liang-zo	兩座	1
liang-ʽô	兩下	1
liao-feh-teh	了弗得	2
lih	立	7
lih-dziao-go	歷朝個	1
lih-fah	律法	5
lih-iah	立約	1
lih-kʽeh	立刻	2
lih-lih	立立	1
lih-peh-li	立不里	1
lih-wông	列王	1
lin	連	20
lin-kyʽin	連牽	2
lin-long-tih	連攏的	1
lin-mông	連忙	2
lin-tsih	連接	4
ling-deo	領頭	1
ling-leh	領勒	1
ling-nga	另外	6
liu-cʽih-læ	流出來	1
liu-go	流個	1
liu-lôh	流落	3
liu-wông	硫磺	2
lo-liah	擄掠	5
lo-liah-go	擄掠個	1
lo-liah-læ-go	擄掠來個	2
lo-mô	羅馬	91
lo-mô-dzing	羅馬城	1
lo-mô-go	羅馬個	2
lo-mô-koh	羅馬國	18
lo-mô-kyiao	羅馬教	1
lo-mô-kôh	羅馬國	1
lo-mô-lu	羅馬魯	5
lo-mô-nying	羅馬人	21
lo-mô-nying-go	羅馬人個	1
lo-mô-shü	羅馬書	1
lo-mô-z	羅馬字	3
loh	六	1
loh-jih	六十	1
loh-lu-li	陸路裏	1
loh-tsʽih-go	六七個	1
loh-væn	落凡	4
long	弄	1
long-cʽih	弄出	1
long-do	弄大	1
long-gyün	弄權	4
long-sah	弄煞	1
long-tao	弄到	3
long-tsong	攏總	10
long-tsong-tseo-long-læ	攏總走攏來	1
long-tsong-ông-sah	攏總怏煞	1
long-tsʽo	弄錯	1
lu	路	4
lu-cʽih-læ	露出來	2
lu-kyüô	盧加	3
lu-zông	路上	3
læ	來	53
læ-go	來個	3
læ-kæn	來間	11
læ-leh	來勒	2
læ-tih	來的	8
læ-tong	來東	1
læ-w̆ông	來往	1
lôh	落	1
lôh-læ	落來	1
lôh-væn	落凡	3
lön-tsing	亂進	2
lön-tsing-go	亂進個	1
lön-tsing-læ	亂進來	2
m-fah	嘸法	1
m-iao-kying	嘸要緊	1
m-kao	嘸告	1
m-ko	嘸過	1
m-kyi-go	嘸幾個	1
m-kyi-pah-nyin	嘸幾百年	1
m-neh	嘸得	16
m-neh-de	嘸得了	1
m-neh-go	嘸得個	1
m-su-moh-tsiang	嘸數目賬	1
m-su-moh-tsiang-go	嘸數目賬個	1
m-teh	嘸得	1
m-tso	嘸做	1
m-tʽin-li	嘸天理	1
m-yiu	嘸有	3
m-ze	嘸罪	1
ma	嗎	6
ma	買	1
ma-diao	賣掉	1
ma-læ	買來	1
mah-z-loh	默示錄	1
mah-zông-tih	沒上的	1
mang-mang	猛猛	1
mang-yiang-yiang	猛洋洋	1
mao	毛	1
mao-mao	毛毛	2
me	𤈦	2
me	霉	1
me-kyʽi-læ	𤈦起來	1
me-lôh-de	𤈦落了	1
me-nyih	每日	1
me-sah	𤈦煞	3
me-sah-de	𤈦煞了	2
meh-teng	末等	1
meh-z-loh	默示錄	1
meng	問	1
meng-du	門徒	4
meo-sah	謀殺	2
meo-sah-de	謀殺了	2
meo-wông	謀皇	1
mi-læn	米蘭	3
mi-tʽi-da-ti	米替大底	1
mi-ʽôh	迷惑	1
miao	廟	2
miao-meng	廟門	3
miao-ts	苗子	1
miao-yü	廟宇	3
miao-yü-li	廟宇裏	1
mih-diao	滅掉	12
mih-diao-de	滅掉了	1
mih-tsing	滅進	2
min	面	1
min-kʽong	面孔	1
min-zin	面前	1
ming-bah	明白	3
ming-bah-go	明白個	1
ming-deo	名頭	1
ming-ti	明帝	1
ming-tông-tông	明當當	1
ming-z	名字	35
mo-loh	摩陸	1
mo-loh-bu-sah	摩陸菩薩	1
mo-neh-ko	摩納哥	3
mo-teh-nô	摩德拿	3
moh-si-ko	墨西哥	1
mun-dao	滿道	1
mæn-mæn	慢慢	4
mæn-nying	蠻人	8
mô-deo	碼頭	1
mô-kyi-teng	馬基頓	2
mô-li-nyiah	馬利涅	1
mô-liah	馬略	6
mô-liah-go	馬略個	1
mô-tʽæ-djün	馬太傳	1
mô-zông	馬上	1
mông-kyi	忘記	1
m̆æn-sang-lih-go	蠻省力個	1
na-nyi	爛泥	4
na-peh-leh-s	那不勒斯	8
nao-nyih	鬧熱	3
nao-nyih-go	鬧熱個	1
nao-z	鬧事	1
nen	南	1
nen-nen	男男	1
nen-nyü	男女	2
nen-pin	南邊	4
neng-keo	能夠	11
neng-kʽo	能可	1
ng	爾	7
ng	五	2
ng-go	爾個	1
ng-ko-yüih	五個月	1
ng-lah	爾拉	3
ng-loh-jih-væn	五六十萬	1
ng-noh	爾儂	1
ng-nyin	五年	1
ng-nô	兒囡	1
ng-ts	兒子	14
ng-ʽeo-ngô-feh-zi	爾候我弗齊	1
nga-deo	外頭	1
nga-hyiang	外鄉	2
nga-koh	外國	3
nga-koh-wông	外國王	2
nga-sang	外甥	2
ngao-se	咬碎	1
