羅馬字	漢字	頻率
dziao	朝	2
dziao	召	1
dziao-leh	朝勒	1
dzih-din	值鈿	9
dzih-din-go	值鈿個	3
dzing-gyiu	仍舊	7
dzing-kong	成功	1
dzing-kong-go	成功個	1
dzing-li	城裏	1
dziu	綢	1
dzong	從	15
dzong-læ	從來	1
dzong-siao	從小	1
dzong-tsʽ-yi-ʽeo	從此以後	1
dzong-zin	從前	1
dzæ	在	1
dzæ-fông	纔方	5
dzæn	賺	1
dzæn-lao	饞癆	1
dzô-dzô	查查	1
dæ	待	5
dæ	抬	5
dæ	代	2
dæ	袋	1
dæ-dæ	抬抬	1
dæ-kyʽi-læ	抬起來	1
dæ-teng	代等	1
dæn	但	1
dæn-nyün	但願	4
dæn-z	但是	21
dô-kô	大家	8
dông	糖	4
dông	蕩	1
dông-deo	蕩頭	8
dông-tʽah	蕩𡍲	1
dön-dön	團團	1
en-dong-dong	暗洞洞	1
en-lih-boh-long	暗力薄朧	1
en-tih	安的	1
en-tæn	安耽	1
en-w̆e	安慰	2
eng-we	恩惠	10
eo	謳	48
eo-cʽih	謳出	1
eo-tæn-tsing-læ	謳帶進來	1
fah	法	6
fah	𠲎	1
fah-de	發了	1
fah-tsoh	發作	1
feh	弗	98
feh-da-li	弗大裏	1
feh-djôh	弗着	1
feh-djü	弗住	2
feh-dzæ-vu	弗在乎	1
feh-dzæ-wu	弗在乎	1
feh-hyih	弗歇	1
feh-jün	弗全	1
feh-jün	弗然	1
feh-kyʽi-læ	弗起來	1
feh-kʽeng	弗肯	5
feh-leng	弗論	3
feh-læ-go	弗來個	1
feh-neng-keo	弗能夠	1
feh-siang-ken	弗相干	1
feh-sô-teh	弗捨得	2
feh-te-go	弗對個	1
feh-teh-cü	弗得知	1
feh-tsiao	弗照	8
feh-we	弗會	1
feh-z	弗是	7
feh-zing	弗曾	7
feh-zông	弗上	2
feng-fu	吩咐	4
feng-pih	分別	1
fi-diao	費掉	1
foh-ing	福音	1
foh-ing-shü	福音書	1
foh-kyʽi	福氣	4
fong	封	1
fong	風	1
fong-liang	風涼	2
fong-liang-go	風涼個	1
fong-læ	封來	1
fong-yü	風雨	1
fu-kwe	富貴	1
fæ-gyi	覅其	1
fæn	翻	4
fæn-cün	反轉	4
fæn-læ	翻來	1
fæn-ping	番餅	1
fæn-yih	翻譯	1
fông-dzæ	方纔	1
fông-fah	方法	5
fông-lôh	放落	1
fông-sing	放心	2
go	個	4
gwæn	摜	1
gwæn-leh	摜勒	1
gyi	其	294
gyi	騎	1
gyi-dao	其道	3
gyi-go	其個	37
gyi-lah	其拉	18
gyi-zi	其自	1
gyiang	滰	1
gyiang-diao	滰掉	3
gyiang-feh	滰弗	1
gyiang-gyiang	滰滰	3
gyiao-fu	轎夫	2
gyiao-ts	轎子	8
gyin-sing	虔心	1
gying	近	1
gying-gying	近近	1
gying-long-læ-de	近攏來了	1
gyiu	求	6
gyiu-gyiu	求求	11
gyiu-gyiu-go	求求個	1
gyü-tæn-lôh	跪帶落	1
gyü-tæn-tao	跪帶倒	1
gyüong	窮	1
gæ	戤	1
hah	喝	1
hah-ngæn	瞎眼	1
hao	好	91
hao-de	好了	3
hao-go	好個	7
hao-hao	好好	6
hao-hao-go	好好個	1
hao-kyʽi-læ	好起來	1
hao-kʽen	好看	4
hao-nying	好人	1
hao-tong	好東	1
hao-ts	好仔	4
hao-vong	好甮	9
hao-z	好事	2
heh-heh	黑黑	1
ho	火	1
ho-lu	火爐	1
hoh	𢞕	1
hong	哄	2
hweh-r-jün	忽而然	1
hwu-pao	虎豹	1
hwun-hyi	歡喜	18
hwun-hyi-feh-sah	歡喜弗煞	1
hwun-hyi-go	歡喜個	3
hwun-hyi-siang	歡喜相	1
hwô	花	2
hwô-kyʽi	花起	1
hwô-loh-ts	花綠紙	3
hwô-yün-li	花園裏	1
hwông-wô	謊話	1
hyi-gyi	稀奇	2
hyi-hyi	嬉嬉	1
hyi-hyi	嬉戲	1
hyi-hyi-go	嬉戲個	1
hyiang	向	1
hyiang-djôh	向着	2
hyiang-tsʽeng	鄉村	1
hyiao-teh	曉得	45
hyiao-teh-de	曉得了	1
hyiao-teh-go	曉得個	3
hyih	歇	3
hyih-de	歇了	2
hyih-kong-de	歇工了	1
hyih-zông	吸上	1
hyin	顯	1
hyin-cʽih	顯出	3
hyin-li	顯理	152
hyin-li-go	顯理個	22
hyü	許	1
hyü-hwô-go	虛花個	1
hyü-to	許多	17
hyü-to-go	許多個	1
hyü-wô	虛話	1
hyüih	血	3
hyüih-sing	血心	2
hyüong-di	兄弟	1
hyüong-hyüong	嗅嗅	2
hyüong-hyüong-cü	嗅嗅嘴	1
hæ	海	1
hæ-li	海裏	1
i	依	7
i	意	1
i	醫	1
i-leh	依勒	1
i-pin	依邊	2
i-s	意思	14
i-tsoh-de	意足了	1
i-zông	衣裳	5
iah-ʽen	約翰	8
iang	養	1
iang-ts	秧子	2
iao	要	81
iao-bo-li	腰縛裏	1
iao-bông	要防	7
iao-hyih	腰脅	1
iao-kying	要緊	2
iao-siang	要想	1
ih	一	28
ih	揖	1
ih-bi	一坒	1
ih-cong	一種	1
ih-cü	一株	1
ih-da	一埭	1
ih-ding	一定	1
ih-dziang	一場	2
ih-dziang-nyih	一長日	1
ih-dzih	一直	7
ih-dzih-lôh-læ	一直落來	1
ih-fong	一封	2
ih-fu	一副	1
ih-go	一個	41
ih-gyin	一件	1
ih-hyiang	一向	6
ih-koh	一國	1
ih-kwu	一股	2
ih-kwʽe	一塊	5
ih-kyi	一記	2
ih-kyü	一句	2
ih-kyʽi	一起	1
ih-kæn	一間	1
ih-kʽen-kyin	一看見	1
ih-kʽeo	一口	1
ih-lôh-ko-de	一落過了	2
ih-meng	一問	1
ih-ngæn	一眼	25
ih-ngæn-ngæn	一眼眼	1
ih-nyih	一日	7
ih-nyin	一年	1
ih-pah	一百	1
ih-peng	一本	7
ih-pin	一邊	4
ih-pin	一遍	1
ih-seh	一色	2
ih-siang-ts	一箱子	1
ih-sing	一心	1
ih-tin	一點	7
ih-tsah	一隻	1
ih-tsao	一遭	1
ih-tsih	一節	4
ih-tsoh	一摘	1
ih-tsông	一章	1
ih-tsʽah	一冊	1
ih-tsʽeng	一忖	1
ih-veng	一份	1
ih-we	一位	3
ih-we	一回	2
ih-yia	一夜	1
ih-yiang	一樣	10
ih-yiang-go	一樣個	1
ih-z-li	一時裏	1
ih-zo	一座	1
ih-zông	一晌	3
in	菸	1
ing	應	1
ing-dzing-liao	應承了	1
ing-dzing-liao-go	應承了個	1
ing-hyü	應許	1
ing-ing	陰陰	1
ing-kyih-li	英吉利	7
ing-kæ	應該	8
ing-kæ-go	應該個	1
ing-we	因爲	43
iu-meng	憂悶	4
iu-meng-de	憂悶了	1
iu-meng-siang	憂悶相	1
jih	習	1
jih-dzæ	實在	10
jih-ih	十一	1
jih-ko	十個	1
jih-loh	十六	2
jih-nyi	十二	1
jih-nyi-go	十二個	1
jih-s	十四	2
jih-sing	十聲	1
jih-we	實惠	2
jih-z-kô	十字架	1
jih-z-kô-zông	十字架上	1
jing	神	48
jing-go	神個	15
jing-ming	神明	30
jing-ming-go	神明個	2
jing-næ	忍耐	2
joh-joh-kwun	熟熟管	1
joh-leh-tin-de	熟了點了	1
jü	樹	3
jü	誰	3
jü-ko	如果	1
jü-moh	樹木	3
jün	船	15
jün-li	船裏	1
jün-li-deo	船裏頭	1
ka	介	48
ka	解	1
ka-diao	解掉	1
ka-djü-lông	解樹螂	1
ka-go	介個	10
ka-ni	介呢	4
ka-shih	解說	5
ka-siang-mao	介相貌	2
kah-nga	格外	2
kah-pih	隔壁	1
kao	教	26
kao-dæ	交代	4
kao-hyiang-gyi-dao	教向其道	1
kao-hyüing	教訓	3
kao-ka	交界	1
kao-kao	教教	5
kao-ko-ts	教過仔	2
kao-leh	教了	1
kao-leh	教勒	1
kao-su	告訴	5
kao-we-de	教會了	1
keh	箇	61
keh-cü-ka	箇株介	8
keh-da	箇埭	1
keh-deo	箇頭	9
keh-deo-go	箇頭個	1
keh-go	箇個	56
keh-hyiang	箇向	2
keh-kyü	箇句	4
keh-kæn	箇間	2
keh-lah	箇拉	20
keh-nyih	箇日	3
keh-peng	箇本	2
keh-pin	箇邊	1
keh-pæn	箇班	1
keh-sing	箇星	35
keh-tang	箇打	1
keh-tsah	箇隻	2
keh-tsao	箇遭	10
keh-tsih	箇節	1
keh-tʽah	箇𡍲	2
keh-we	箇位	9
keh-yiang	箇樣	1
keh-z	箇是	5
keh-z	箇字	2
keh-z	箇時	1
ken	敢	1
ken	趕	1
ken-dong	感動	4
ken-kyʽi-tʽong-go	肝氣痛個	1
ken-lôh	趕落	2
ken-zia	感謝	1
ken-zing	乾淨	6
ken-zing-go	乾淨個	1
keng-kô	更加	2
keng-leh	跟勒	2
ko	過	5
ko-de	過了	5
ko-ko	個個	2
ko-kyʽi	過去	2
ko-leh	過了	8
ko-ling-to	哥林多	1
ko-lo-si	哥羅西	2
ko-pô	個把	1
ko-ts	果子	1
ko-ts	過仔	1
ko-ts-ʽeo	過之後	1
koh	國	2
koh-go	國個	2
koh-li	國裏	1
koh-su-go	國數個	1
kong-fu	工夫	17
kong-yi	公義	1
kwa	怪	1
kwa-kwa	拐拐	1
kwa-kyiah	拐腳	1
kwe	歸	5
kwe-kwe	規規	1
kwu-djôh	顧着	7
kwu-nyiang	姑娘	1
kwu-sông-lao-nyüing	孤孀老𡢿	1
kwun	管	3
kwun	官	1
kwun-nying	官人	1
kwæn	關	1
kwæn-hao-de	關好了	1
kwæn-hao-ts	關好仔	1
kwông-kwông-go	光光個	1
kwʽa	快	5
kwʽa-kwʽa	快快	5
kwʽa-leh	快勒	1
kwʽa-weh	快活	2
kwʽeng	睏	3
kwʽeng-feh-joh	睏弗熟	1
kwʽeng-joh	睏熟	1
kwʽeng-joh-de	睏熟了	1
kwʽeng-læ	睏來	5
kwʽeng-tong	睏東	1
kwʽu-go	苦個	1
kwʽu-kwʽu	苦苦	1
kwʽu-næn	苦難	1
kwʽu-tsʽu	苦楚	1
kyi	記	1
kyi-go	幾個	1
kyi-ko	幾個	1
kyi-kying	既經	3
kyi-kyü	幾句	1
kyi-nyih	幾日	2
kyi-pa	寄拜	1
kyi-sing	肌身	10
kyi-teh-tao	記得到	1
kyi-toh	基督	6
kyi-toh-go	基督個	1
kyi-tong	寄東	1
kyi-tsiang	幾張	1
kyi-z	幾時	2
kyiah-gyüoh	腳鐲	1
kyiah-kʽo-deo	腳䯊頭	4
kyiah-li	腳裏	1
kyiah-ʽô	腳下	2
kyiao	教	5
kyiao	叫	1
kyiao-leh	叫勒	7
kyiao-meng	教門	2
kyiao-meng-li	教門裏	1
kyiao-ngao	驕傲	2
kyih-lih-kweh-leh	咭咧骨勒	2
kyih-mih	今末	3
kyih-sah	結煞	2
kyin	見	1
kyin-kah-deo	肩胛頭	1
kying-cü	景緻	1
kying-deo-zông	枕頭上	1
kying-djong	敬重	2
kying-ken	鏡乾	1
kyiu	救	9
kyiu	九	1
kyiu-cü	救主	8
kyiu-de	久了	1
kyiu-go	救個	1
kyiu-kying	究竟	1
kyiu-shü-cü	救世主	7
kyiu-shü-cü-go	救世主個	1
kyü	句	2
kyü-kyü	矩矩	1
kyü-kyʽi	歸去	1
kyü-kyʽi-go	歸去個	1
kyü-tang-kyü	句打句	1
kyüô-kyʽing	嘉慶	1
kyüô-leh-keh	加勒葛	2
kyüô-leh-keh-tah	加勒葛搭	2
kyʽi	去	68
kyʽi	氣	1
kyʽi	起	1
kyʽi-de	去了	6
kyʽi-deo	起頭	6
kyʽi-diao	棄掉	1
kyʽi-feh-teh-go	去弗得個	1
kyʽi-go	去個	1
kyʽi-kʽen	去看	1
kyʽi-læ	起來	3
kyʽi-læ-de	起來了	2
kyʽi-mo	起碼	1
kyʽi-ts	去仔	2
kyʽi-tsʽu	起初	1
kyʽi-zia-kwe-tsing	棄邪歸正	1
kyʽiah-leh	卻勒	1
kyʽiao-leh	巧勒	2
kyʽih	喫	1
kyʽih-hoh-de	喫𢞕了	1
kyʽin	欠	1
kyʽing	輕	3
kyʽü-leh	虧勒	1
kyʽü-shü-go	去世個	1
kyʽün	勸	2
kyʽün-kyʽün	勸勸	4
kyʽüoh	喫	14
kyʽüoh-go	喫個	2
kyʽüoh-kyʽüoh	曲曲	1
kyʽüoh-leh	喫了	1
kyʽüoh-tao-de	喫到了	1
kyʽüoh-zih	喫食	1
kæ	該	6
kæ	改	1
kæn	揀	3
kæn	間	1
kæn-dzeh	揀擇	1
kæn-hao-ts	揀好仔	1
kô	假	2
kô-go	假個	2
kô-wô	假話	1
kô-wô-go	假話個	1
kôh-cʽü	各處	1
kôh-tao	各到	1
kôh-yiang	各樣	6
kông	講	35
kông	江	4
kông-cʽih	講出	1
kông-cʽih-læ	講出來	1
kông-fah	講法	1
kông-go	講個	6
kông-kyʽi-læ	講起來	1
kông-kông	講講	2
kông-li-hyiang	江裏向	1
kông-lôh-læ	降落來	1
kông-lôh-læ-go	降落來個	1
kông-wun	講完	3
kʽah-kʽah-kyʽi-kyʽi	客客氣氣	1
kʽao	靠	1
kʽao-djôh	靠着	6
kʽao-feh-jih	靠弗實	1
kʽeh	刻	3
kʽen	看	25
kʽen-cʽih-læ	看出來	1
kʽen-feh-ko	看弗過	1
kʽen-kwæn-liao-go	看慣了個	1
kʽen-kyin	看見	39
kʽen-kyin-go	看見個	2
kʽen-kʽen	看看	5
kʽen-leh-cʽih	看勒出	1
kʽen-teh-cʽih	看得出	1
kʽeng	肯	20
kʽeng-go	肯個	3
kʽeo-djün	口傳	1
kʽeo-kʽeh	口渴	1
kʽeo-kʽeo	扣扣	4
kʽeo-li	口裏	1
kʽo-lin	可憐	1
kʽo-lin-siang	可憐相	2
kʽo-lin-siang-go	可憐相個	1
kʽo-sih	可惜	4
kʽoh	哭	1
kʽoh-leh	哭勒	2
kʽong-pʽô	恐怕	4
kʽæ	開	2
kʽæ-dao	開導	1
kʽæ-de	開了	1
kʽæ-kʽeo	開口	2
kʽô-ding-cü-i	抲定主意	1
lang	冷	1
lang-lang	冷冷	1
lao-lao	老老	5
lao-nyüing	老𡢿	1
le-kyʽi	𨀤去	1
le-læ	𨀤來	1
li	理	1
li	禮	1
li-deo	裏頭	13
li-hyiang	裏向	7
li-kʽæ	離開	2
li-pa-dông	禮拜堂	1
li-pa-dông-li	禮拜堂裏	2
li-pa-nyih	禮拜日	1
li-pa-nyih-ts	禮拜日子	1
li-sing	離身	1
li-ʽæ	厲害	3
li-ʽæ-de	厲害了	1
liang	兩	5
liang-go	兩個	4
liang-go	亮個	1
liang-kao	兩覺	1
liang-nyih	兩日	1
liang-nyin	兩年	1
liang-pʽin	兩篇	1
liang-sæn	兩三	1
liang-tsah	兩隻	1
liang-tsao	兩遭	1
liang-tsông	兩章	3
liang-vah	兩伐	1
liang-we	兩位	1
liang-yün-go	兩縣個	1
lih-leh	立勒	1
lih-læ	立來	2
lih-lôh	立落	1
lin	連	5
lin-tsih	連即	1
ling	領	5
ling	零	1
ling	靈	1
ling-nga	另外	3
ling-weng	靈魂	2
liu	流	1
liu-cʽih	流出	1
liu-ko-læ-go	流過來個	1
liu-lôh	留落	1
liu-sing	留心	1
lo	羅	1
lo-kʽo	籮窠	1
lo-lo	擄擄	1
loh	六	2
loh-ang-ang	綠㿮㿮	1
loh-nyih	六日	1
loh-tsông	六章	1
long	弄	11
long-diao-deo	弄掉頭	1
long-dông-li	弄堂裏	2
long-fah	弄法	3
long-leh	弄勒	1
long-li	弄裏	1
long-sah	弄煞	1
long-tsong	攏總	15
long-wæn-de	弄環了	1
lu	路	3
lu-deo	路頭	1
lu-tʽæ	路梯	1
læ	來	74
læ-de	來了	1
læ-gyi	來其	1
læ-kæn	來間	13
læ-tih	來的	40
læ-tong	來東	7
læn-ing-ing	藍陰陰	1
læn-wu-go	爛糊個	1
lôh	落	1
lôh-kyʽi	落去	1
lôh-læ	落來	2
lôh-sæn	落山	2
lôh-væn	落凡	1
lön-cʽih-læ	亂出來	1
l̆a	拉	1
l̆a-leh	拉勒	1
m	嘸	1
m-ah-tia	嘸阿爹	2
m-ah-tia-go	嘸阿爹個	1
m-cʽü-hyiang	嘸趣向	1
m-iao-teh-kying	嘸要得緊	1
m-jing-kyʽi	嘸神氣	1
m-kao	嘸告	6
m-ko	嘸過	1
m-kyi	嘸幾	2
m-kyi-ko	嘸幾個	1
m-kyi-nyih	嘸幾日	1
m-kyi-z	嘸幾時	2
m-nao	嘸得好	4
m-neh	嘸得	21
m-neh-de	嘸得了	2
m-neh-go	嘸得個	2
m-nying	嘸人	9
m-teh	嘸得	2
m-tia-nyiang	嘸爹孃	2
m-tia-nyiang-go	嘸爹孃個	1
m-to-siao	嘸多少	2
m-tso-go	嘸做個	2
m-yiu	嘸有	1
m-ze	嘸罪	2
ma	嗎	4
ma	買	1
ma-læ-go	買來個	1
mah	襪	1
mang	猛	1
mao	毛	1
mao	錨	1
mao-bing	毛病	1
mao-ts	帽子	1
me-nyih	每日	6
meng	問	11
meng	門	3
meng-djü	捫住	1
meng-du	門徒	13
meng-du-go	門徒個	1
meng-kyʽi	問起	1
meng-kyʽi-go	問起個	1
meng-kʽeo	門口	2
meng-kʽeo-den	門口頭	2
meng-leh	問勒	2
meng-meng	問問	2
meng-veng	門份	1
meng-veng-go	門份個	1
meo-lao	母老	1
meo-zing	茂盛	1
mi-dao-go	味道個	1
mi-lu	迷路	2
mi-mi	咪咪	1
mi-mi-siao	咪咪笑	2
mi-tin	未點	1
mi-ʽôh	迷惑	2
mih-tsin	蜜煎	1
min-ko	免過	1
min-kʽong	面孔	6
min-seh	面色	2
min-teng	面頂	1
min-ts	面子	1
min-zin	面前	1
min-zông	眠牀	4
min-zông-li	眠牀裏	2
ming	名	1
ming-bah	明白	3
ming-bah-de	明白了	1
ming-z	名字	6
mo-kwe	魔鬼	1
mo-kwe-go	魔鬼個	1
moh-s	牧師	1
mun-deo-dzô	饅頭茶	1
mæ	買	1
mæn-deo	晚頭	1
mæn-mæn	慢慢	2
mæn-mæn-go	慢慢個	1
mô	馬	1
mô-fu	馬伕	2
mô-kʽo	馬可	1
mô-tʽa	馬太	1
mô-tʽa-djün	馬太傳	1
mô-zông	馬上	4
mông	望	2
mông-kyi	忘記	2
mông-kyi-de	忘記了	2
mông-leh-kying	忙勒緊	1
mông-mông	望望	2
na-hwun	奶花	8
na-hwun-go	奶花個	1
na-na-ʽo	嬲嬲和	2
nao-nyih	鬧熱	1
nen	男	1
neng	能	1
neng-ken	能幹	3
neng-keo	能夠	10
ng	爾	111
ng	五	2
ng-dao	爾道	1
ng-go	爾個	13
ng-ko-de	爾過了	1
ng-lah	爾拉	3
ng-noh	爾儂	4
ng-noh-go	爾儂個	2
ng-nô	兒囡	3
ng-ts	兒子	2
nga-dông-li	外堂裏	2
nga-koh	外國	1
nga-kyiao-nying	外教人	1
nga-peh	外撥	1
ngang-sing	硬心	1
ngeo-na	牛奶	1
ngeo-tsʽeo	偶湊	1
ngæ-teng-teng	呆頓頓	1
ngæn-li	眼淚	6
ngæn-pʽao-bi	眼泡皮	1
ngæn-tsing	眼睛	4
ngô	我	181
ngô	瓦	1
ngô-go	我個	13
ni	呢	5
nyi	二	1
nyi-leng	議論	1
nyi-su-moh-tiao	泥塑木雕	1
nyi-su-moh-tiao-go	泥塑木雕個	1
nyiah	捏	1
nyiao-sô	饒赦	2
nyih	日	12
nyih	熱	3
nyih-deo	日頭	5
nyih-li	日裏	1
nyih-nyih	日日	10
nyih-sing	熱心	1
nyih-ts	日子	8
nyin	年	4
nyin-kyi	年紀	6
nyin-su	年數	1
nyin-to-sing	年多星	1
nyin-tæn-cün	扭帶轉	1
nying	人	72
nying	認	2
nying-go	人個	3
nying-kô	人家	19
nying-kʽah	人客	2
nying-teh	認得	2
nying-teh-go	認得個	1
nying-ts	銀子	1
nying-tsih	迎接	1
nyiæn	廿	1
nyiæn-deo	念頭	1
nyiæn-loh-go	廿六個	1
nyiæn-ng	廿五	2
nyü	女	1
nyü-cʽing	愚蠢	1
nyü-nying	女人	2
nyü-nying-kʽah	女人客	1
nyün-nyün	軟軟	1
nyün-ziah	軟弱	2
nyün-ziah-go	軟弱個	1
nyüoh	肉	2
næ-sing	耐心	1
næn	難	1
næn-ko	難過	2
næn-kæn	難間	10
næn-teh-go	難得個	1
næn-z	難事	1
nô	喏	1
nön-nön	囡囡	7
o-leh	捼勒	2
oh	屋	1
oh	惡	1
oh-li	屋裏	13
oh-li-deo	屋裏頭	1
oh-li-pin	屋裏邊	1
oh-lô	屋落	1
oh-ziang	惡像	1
pa	拜	4
pa	擺	1
pa-go	拜個	1
pa-pa	拜拜	3
pah	八	1
pah-moh-feng-se	百木粉碎	1
pah-shü	八歲	1
pah-yiang	百樣	3
pah-yiang-go	百樣個	1
pao	保	2
pao-djün	保全	1
pao-ing	報應	2
pao-læn	寶藍	1
pao-pe	寶貝	1
pao-pe-go	寶貝個	2
pe-ba-zông	碑牌上	1
pe-pe	背背	1
pe-tsih	背脊	1
pe-ʽeo	背後	1
peh	撥	71
peh-jing-siang	不忍相	1
peh-ngô	撥我	1
peng-cʽih-kyʽi	奔出去	1
peng-di	本地	7
peng-læ	本來	2
peng-sing	本性	1
peng-su	本數	1
pi	比	7
pi-jü	比如	1
pih-ding	必定	14
pih-iao	必要	1
pih-wah	筆劃	1
pin	遍	1
pin	邊	1
pin-diao-de	變掉了	1
pin-dong	變動	1
pin-hwô-feh-læ-go	變化弗來個	1
pin-leh	變勒	2
pin-leh	變了	1
pin-yin	邊沿	3
ping-tsʽia	並且	9
po-s	波斯	4
po-s-go	波斯個	1
poh-tao	駁倒	1
pun	半	1
pun-nyih	半日	1
pun-nyin	半年	1
pun-pin	半邊	1
pun-yia-ko	半夜過	1
pæn-ts	板子	1
pô	把	15
pô-feh-neng-keo	巴弗能夠	1
pô-teh-na	巴得那	2
pô-tsiao	芭蕉	1
pông-dzu	幫助	3
pông-tsʽeng	幫襯	1
pʽao-lôh-de	拋落了	1
pʽi-bing	批評	1
pʽi-lôh-læ	披落來	1
pʽin	騙	1
pʽing	拼	1
pʽing-ming	拼命	3
pʽing-z-go	拼字個	1
pʽong-djôh	碰着	2
pʽong-kyin	碰見	1
pʽu-hao-ts	鋪好仔	1
pʽô	怕	3
pʽô-pʽô	怕怕	1
s	史	32
s	詩	5
s	賜	2
s	四	1
s	思	1
s-du-ying-djün	使徒行傳	1
s-foh	賜福	1
s-jih-kyiu	四十九	1
s-jih-loh	四十六	1
s-ko	駛過	1
s-kwʽe	四塊	1
s-lôh	賜落	1
s-meo	師母	31
s-meo-go	師母個	2
s-peh	賜撥	2
s-teh	使得	21
s-teh-go	使得個	1
s-vu-go	師父個	1
s-yüoh	私慾	1
sah-de	煞了	1
sah-diao-go	殺掉個	1
sang	生	4
sang	省	1
sang-bing	生病	2
