羅馬字	漢字	頻率
cʽü-pih-liao-go	吹癟了個	2
cʽü-siao	取笑	4
cʽü-siao-hao-ts	取笑好仔	2
cʽü-tang	吹打	1
cʽü-tin-go	癡癲個	1
cʽü-tsing	娶進	4
cʽü-tsing	吹進	1
cʽü-wæn	取還	1
cʽü-ʽông	吹行	1
cʽün	穿	18
cʽün-go	穿個	2
cʽün-in	穿厭	1
cʽün-ko	穿過	2
cʽün-leh	穿勒	7
cʽün-tih	穿的	2
cʽün-tih-go	穿的個	1
cʽün-ts	穿仔	1
cʽün-tsiah	穿着	2
cʽün-tsʽoh	舛錯	1
cʽün-zông	穿上	4
da	大	12
da-bih	大闢	16
da-bih-go	大闢個	16
da-din-go	大殿個	1
da-dz	大慈	14
da-dzing	大臣	3
da-dzæ	大才	1
da-fu	大夫	1
da-iah	大約	2
da-ing	大英	1
da-jing	大人	1
da-joh	大熟	5
da-joh-go	大熟個	3
da-kæ	大概	8
da-lah-ziang	大拉象	2
da-li	大裏	1
da-li-da	大利大	1
da-mô	大瑪	8
da-mô-fong	大麻瘋	6
da-mô-fong	大麻风	2
da-mô-nu-da	大瑪努大	1
da-mô-seh	大馬色	2
da-næn	大難	1
da-pe	大悲	14
da-shih	大失	1
da-tsiang	大將	4
da-tsiu	大洲	2
da-tsoh-yüong	大作用	1
da-ʽeh	大轄	1
dah-diao	踏掉	1
dah-diao-ts	踏掉仔	1
dah-kyiah-teng	踏腳凳	4
dah-tʽa	達太	2
dah-wu	踏糊	1
dao	道	131
dao	逃	8
dao	稻	1
dao-cʽih-kyʽi-de	逃出去了	2
dao-de	道了	1
dao-dzing	陶成	2
dao-feh-tseo-go	逃弗走個	1
dao-ko	逃過	1
dao-kyiao	道教	1
dao-leh	逃勒	1
dao-li	道理	61
dao-meng	逃門	1
dao-næn	逃難	1
dao-tao	逃到	6
dao-tseo	逃走	11
dao-tseo-de	逃走了	4
dao-tseo-go	逃走個	1
dao-yi	道義	3
dao-z	道是	2
dao-zeh	盜賊	5
de	了	149
de	兌	2
de	隊	2
de-ho	隊夥	1
de-li	隊裏	4
de-su	隊數	3
de-tang-de	隊打隊	3
deh	奪	4
deh-cün	奪轉	1
deh-deh	特特	1
deh-i	特意	2
deh-kyʽi	奪去	2
deh-lah	特拉	1
deh-leh	奪勒	1
deh-leh-kyʽi	奪勒去	5
deh-leh-kyʽi	奪了去	3
deh-leh-kyʽi-de	奪了去了	3
deh-leh-kyʽi-de	奪勒去了	1
deh-læ-go	奪來個	1
deh-ma	特買	2
deh-ma-dziao	特買潮	2
deh-ma-go	特買個	1
deh-nyi-s	突尼斯	1
deh-we	特爲	13
den	窞	1
den-li	窞裏	2
deng	庉	44
deng	屯	1
deng-ba	盾牌	4
deng-feh-djü	庉弗住	2
deng-feh-ko	庉弗過	2
deng-feh-teh	庉弗得	1
deng-go	庉個	7
deng-kæn	庉間	5
deng-lao	庉牢	1
deng-leh	庉勒	9
deng-leh	庉了	1
deng-leh-ko	庉勒過	1
deng-loh	庉落	6
deng-læ	庉來	42
deng-lôh	庉落	4
deng-lôh-de	庉落了	1
deng-mun	庉滿	1
deng-nying-ts	庉人之	1
deng-sing-ts	庉身之	5
deng-soh	庉宿	1
deng-soh-go	庉宿個	1
deng-tao	庉到	1
deng-tih	庉的	3
deng-tih-go	庉的個	3
deng-tong	庉東	5
deng-ts	庉仔	1
deng-zông	庉晌	3
deng-zông	庉上	2
deng-zông	騰上	1
deo	頭	42
deo	投	4
deo-fah	頭髮	6
deo-go	頭個	3
deo-ih	頭一	1
deo-ih-da	頭一埭	1
deo-ih-go	頭一個	3
deo-ih-kwang	頭一梗	1
deo-ih-kwʽe	頭一塊	2
deo-ih-vah	頭一伐	2
deo-jü	頭緒	1
deo-kying	頭頸	9
deo-kying-li	頭頸裏	1
deo-kying-yin	頭頸沿	2
deo-leh	投勒	1
deo-li	頭裏	3
deo-liang	頭兩	1
deo-lôh	投落	2
deo-nao	頭腦	4
deo-nyih	頭日	5
deo-nyin-cün	頭扭轉	1
deo-sang-go	頭生個	1
deo-teng	頭頂	5
deo-ting-zông	頭頂上	1
deo-ts	頭子	2
deo-tsao	頭遭	2
deo-tsao-ts	頭早仔	1
deo-voh	投伏	1
deo-voh-de	投伏了	1
deo-we	頭位	2
deo-we	頭會	1
deo-zông	頭上	11
deo-ʽông	投降	3
di	地	61
di	第	4
di	啼	2
di-bu	地步	2
di-cing	地震	6
di-dah	提達	2
di-de	啼了	3
di-di	弟弟	1
di-dong	地動	2
di-fông	地方	447
di-fông-de	地方了	1
di-fông-go	地方個	27
di-go	地個	5
di-go	啼個	3
di-ih	第一	1
di-ih-go	第一個	1
di-ih-tsông	第一章	1
di-ka	地界	10
di-kyi	地基	1
di-kyüô-po-li	地加波利	2
di-kyüô-po-li	第加波利	1
di-kyʽi	提起	5
di-kʽang	地坑	3
di-kʽang-li	地坑裏	6
di-kʽoh	啼哭	3
di-kʽoh-go	啼哭個	6
di-lah	提拉	1
di-leh	提了	1
di-li	地裏	3
di-li	地理	1
di-li-go	地裏個	1
di-loh	第六	1
di-loh-go	第六個	1
di-ming	地名	14
di-mæn	提幔	4
di-mô	提瑪	1
di-ng	第五	2
di-ng-go	第五個	1
di-nyi	第二	24
di-nyi-go	第二個	3
di-nyi-pin	第二遍	1
di-nyi-tsao	第二遭	3
di-nyi-vah	第二伐	2
di-nyi-yiang	第二樣	1
di-nyi-ʽao	第二號	1
di-nyüoh	地獄	12
di-nyüoh-go	地獄個	6
di-nyüoh-li	地獄裏	5
di-nyüoh-li-go	地獄裏個	2
di-pah	提八	1
di-pah	第八	1
di-s	第四	6
di-sæn	第三	15
di-sæn-go	第三個	2
di-sæn-nyih	第三日	2
di-sæn-tsao	第三遭	2
di-sæn-zeng	第三層	1
di-ting	地丁	3
di-ts	地之	4
di-ts-gyih	地之極	1
di-tsʽih	第七	6
di-tʽu	地土	14
di-tʽu-go	地土個	5
di-we	地位	5
di-yiang	地垟	18
di-yiang-go	地垟個	1
di-yiang-li	地垟裏	33
di-yiang-li-go	地垟裏個	3
di-zông	地上	14
di-zông-go	地上個	12
di-ʽo-keh-li-siang	提賀葛里相	2
di-ʽô	地下	27
di-ʽô-go	地下個	2
diah-hao-ts	疊好仔	1
diah-ts	碟子	2
diao	調	6
diao	掉	1
diao-bah	調白	1
diao-bi	調皮	4
diao-dong	調動	1
diao-go	掉個	2
diao-hyi	調戲	2
diao-kao	調覺	5
diao-kao-cün-læ	調覺轉來	3
diao-kao-de	調覺了	2
diao-læ-wun-kyʽi	調來換去	1
diao-ts	條子	2
diao-tsʽo	調錯	1
diao-wun	調換	1
dih	糴	3
dih-koh	敵國	2
dih-koh-go	糴穀個	2
dih-ts	笛子	2
din	田	15
din	奠	1
din	殿	1
din-deo	田頭	6
din-di	田地	18
din-koh-li	田角裏	1
din-kô	田價	1
din-leh	墊勒	1
din-li	田裏	23
din-li-go	田裏個	11
din-liah	田獵	2
din-mun	填滿	1
din-pæn	田畈	3
din-pæn-li	田畈裏	2
ding	定	17
ding-din	定鈿	1
ding-go	定個	2
ding-ha-pô	亭哈巴	1
ding-hao	定好	4
ding-jih	定實	1
ding-kwe	定規	6
ding-kwe-go	定規個	1
ding-kwe-liao	定規了	1
ding-kyiah-go	停腳個	1
ding-kyin	定堅	1
ding-leh	停勒	1
ding-lôh	定落	1
ding-neh	亭訥	4
ding-neh-go	亭訥個	1
ding-nô	亭拿	1
ding-peh	定撥	1
ding-ze	定罪	3
djih-kʽæ	絕開	1
djoh-nyih	逐日	2
djoh-tsih	逐節	4
djong	重	11
djong	蟲	5
djong-deo	重頭	2
djong-djong	重重	5
djong-dzi	蟲豸	13
djong-dzi-ts	蟲豸之	1
djong-go	重個	1
djong-seng	重生	4
djong-sin	重先	3
djong-sing	重新	1
djong-sông-liao	重傷了	1
djong-tæn	重擔	4
djong-tæn-go	重擔個	1
djô	搽	3
djôh-nyih	逐日	2
djông	常	11
djông-djôh	撞着	3
djông-djông	常常	36
djü	治	14
djü	住	10
djü	除	2
djü-ah	治壓	1
djü-cʽih	除出	3
djü-diao	除掉	2
djü-kong	廚工	1
djü-kyü	住居	1
djü-kyʽü	除去	1
djü-kæn-go	住間個	1
djü-leh	除了	9
djü-leh	除勒	1
djü-læ	住來	2
djü-mih	除滅	11
djü-mih-de	除滅了	1
djü-mih-diao	除滅掉	3
djü-tih-go	住的個	1
djü-tong	住東	3
djü-ts	柱子	12
djü-wun	治完	1
djün	傳	37
djün	全	5
djün-be	全備	17
djün-cong	傳宗	3
djün-cong-tsih-dæ	傳宗接代	4
djün-djün	全全	4
djün-djün-be-be	全全備備	1
djün-fu	全副	13
djün-ko	全個	10
djün-kyʽi	傳去	3
djün-kʽæ	傳開	11
djün-kʽæ-go	傳開個	3
djün-kʽæ-kyʽi	傳開去	1
djün-læ	傳來	2
djün-læ-djün-kyʽi	傳來傳去	1
djün-lôh	傳落	2
djün-lôh-læ	傳落來	2
djün-lôh-læ-go	傳落來個	7
djün-neng	全能	11
djün-neng-go	全能個	7
djün-peh	傳撥	1
djün-pin	傳遍	1
djün-wô-go	傳話個	1
djün-yiang	傳揚	4
djün-yü	痊癒	2
do	大	120
do	馱	61
do-cʽih	馱出	9
do-cʽih-go	馱出個	3
do-cʽih-kyʽi	馱出去	1
do-cʽih-læ	馱出來	1
do-de	大了	2
do-do	大大	26
do-do-go	大大個	1
do-du	大肚	2
do-dziao	大潮	1
do-fong	大風	1
do-go	大個	22
do-go	馱個	1
do-hwông-go	大荒個	1
do-i	大衣	2
do-jü	大如	6
do-ka-li-go	大街裏個	1
do-ka-zông	大街上	2
do-ka-zông-go	大街上個	1
do-ko	馱個	1
do-kwu-nyiang	大姑娘	10
do-kyü	馱歸	2
do-kyüô-mô	陀迦瑪	1
do-kyʽi	馱去	5
do-kyʽi-læ	大起來	6
do-kyʽi-læ-go	大起來個	1
do-kæn	馱間	1
do-kô	大家	1
do-lah	陀拉	1
do-leh	馱勒	72
do-leh	馱了	1
do-leh-kying	大勒緊	2
do-leh-kyʽi	馱勒去	2
do-leh-læ	馱勒來	1
do-long	馱攏	1
do-læ	馱來	16
do-læ-go	馱來個	1
do-lôh-læ	馱落來	1
do-mih-siang	陀密相	1
do-mô-deo	大碼頭	1
do-nyiang	大樣	37
do-nying	大人	5
do-nön	大囡	6
do-siao-go	大小個	1
do-tih	馱的	1
do-tin	馱點	4
do-ts	馱仔	1
do-tsing	馱進	1
do-tsʽæ	大餐	1
do-tʽe	大腿	5
do-tʽe-go	大腿個	1
do-tʽe-ʽô	大腿下	3
do-vu-tih-de	大糊的了	1
do-ʽo	大河	1
doh	獨	3
doh	讀	3
doh-doh	獨獨	6
doh-dzô	毒蛇	2
doh-dzô-go	毒蛇個	2
doh-feh-cʽih	讀弗出	1
doh-go	讀個	2
doh-ih	獨一	5
doh-ih-go	讀一個	1
doh-ih-we	獨一位	1
doh-ko	讀過	9
doh-kyʽi	毒氣	3
doh-meng	獨門	9
doh-ngæn	獨眼	2
doh-shü	讀書	6
doh-shü-nying	讀書人	48
doh-yiang	獨養	6
doh-zi	獨自	7
doh-zih	毒食	1
dong	同	10
dong	動	6
dong	洞	5
dong	銅	1
dong-beng	銅盆	1
dong-de	同隊	35
dong-de-go	同隊個	7
dong-din	銅鈿	10
dong-dzô	銅蛇	1
dong-go	動個	1
dong-hyiang	同享	1
dong-kong	動工	1
dong-kyiah	動腳	1
dong-leh	動勒	1
dong-lo	銅鑼	1
dong-meo	同母	1
dong-meo	同謀	1
dong-nu	動怒	1
dong-nyin-go	同年個	1
dong-nyü	童女	7
dong-nyü-go	童女個	2
dong-shih	同室	1
dong-sing	動身	32
dong-sing	同心	8
dong-sing-ʽeh-i	同心合意	3
dong-siu	動手	7
dong-tsoh	動作	1
dong-tsôh-kyʽi-læ	動作起來	1
dong-tông	同當	1
dong-ziang	銅匠	1
dong-zih	同食	2
dong-zih-go	同席個	3
dong-zông	同牀	28
dong-zông-go	同牀個	1
du	度	1
du	渡	1
du-bi	肚皮	6
du-ko	渡過	8
du-kyi	肚飢	10
du-kyi-de	肚飢了	3
du-liang	度量	2
du-wô	圖畫	1
dz-pe	慈悲	35
dz-pe-go	慈悲個	1
dz-pe-sing	慈悲心	8
dz-pe-ts	慈悲之	2
dz-ziang	慈祥	1
dz-æ	慈愛	21
dza	咋	99
dza-go	咋個	73
dza-go-de	咋個了	1
dza-hao	咋好	1
dza-kun	咋管	1
dza-kun-do	咋管大	1
dza-long	咋弄	1
dza-nyiang	咋樣	21
dza-we	咋會	95
dza-we-we-leh	咋會爲了	1
dzao-fæn	造反	3
dzao-fæn-go	造反個	2
dzao-hwô	造化	1
dzeng	存	10
dzeng	曾	1
dzeng-go	存個	1
dzeng-kæn	存間	1
dzeng-læ	存來	1
dzeng-tih	存的	1
dzeng-tih-go	存的個	1
dzeng-tsih	存積	1
dzi	池	4
dzi-de	遲了	3
dzi-tsao	遲早	2
dziah	着	4
dziah-djong	着重	1
dziah-gæ	着戤	1
dziah-lih	着力	2
dziang	長	16
dziang-do	長大	1
dziang-dziang	長長	2
dziang-fu	丈夫	10
dziang-kyiu	長久	6
dziang-kyʽi-læ	長起來	1
dziang-m	丈姆	2
dziang-nyin	長年	2
dziang-seng	長生	1
dziang-si	詳細	3
dziang-sæn	長衫	1
dziang-tʽong	長通	14
dziang-yün	長遠	3
dziang-yün-ts	長遠之	1
dziao	朝	8
dziao	召	5
dziao	潮	1
dziao-dæ	朝代	1
dziao-leh	朝勒	16
dziao-long	召攏	1
dziao-læ	召來	1
dziao-læ-go	召來個	3
dziao-nyih	潮熱	5
dzih	值	6
dzih	直	5
dzih-cʽong	直衝	1
dzih-deo	直頭	1
dzih-din	值鈿	4
dzih-din-go	值鈿個	2
dzih-neh	寂納	1
dzih-neh-miao	寂納廟	1
dzih-nyih	值日	1
dzih-tao	直到	5
dzih-teng	直等	6
dzih-teng-tao	直等到	3
dzih-ts	姪子	4
dzih-yia	值夜	1
dzin-dzin	漸漸	3
dzin-kwʽu	錢庫	1
dzin-kwʽu-li	錢庫裏	2
dzin-tin-li	錢店裏	1
dzin-ziao	纏擾	1
dzing	成	5
dzing	城	2
dzing	剩	1
dzing	盡	1
dzing-gyiu	仍舊	34
dzing-jih	誠實	6
dzing-jih-go	誠實個	8
dzing-jih-vu-ngwe	誠實無危	1
dzing-jih-vu-vông	誠實無妄	1
dzing-kong	成功	5
dzing-kwun-go	成管個	2
dzing-kô-lih-nyih	成家立業	1
dzing-leh	成勒	3
dzing-leh	乘勒	1
dzing-leh	剩勒	1
dzing-leh	成了	1
dzing-li	城裏	26
dzing-li-go	城裏個	2
dzing-li-go	陣裏個	2
dzing-li-hyiang	城裏向	2
dzing-loh	剩落	3
dzing-loh-go	剩落個	1
dzing-loh-tong	剩落東	3
dzing-loh-tong-go	剩落東個	1
dzing-lôh	沉落	3
dzing-lôh	剩落	2
dzing-lôh-kyʽi	沉落去	1
dzing-lôh-tong	剩落東	2
dzing-meng	城門	4
dzing-meng-go	城門個	3
dzing-meng-kʽeo	城門口	2
dzing-ng-dzing	承爾情	1
dzing-nga	城外	4
dzing-nying	成人	1
dzing-nyün	情願	21
dzing-nyün-go	情願個	3
dzing-shü	陣勢	1
dzing-sing	盡心	6
dzing-sing	誠心	3
dzing-sing-gyih-lih	盡心竭力	2
dzing-ts	城子	30
dzing-ts	臣子	9
dzing-ts-go	城子個	2
dzing-ts-li	城子裏	1
dzing-tsiao	成招	1
dzing-tsih	情節	1
dzing-tsʽing	成親	2
dzing-tông	承當	2
dzing-veng	情分	1
dzing-we	成爲	6
dziu	仇	5
dziu	就	3
dziu-dih	仇敵	18
dziu-dih-go	仇敵個	4
dzoh-cong	族種	9
dzoh-cong-go	族種個	1
dzoh-veng	族份	9
dzoh-veng-go	族份個	1
dzoh-wô	俗話	1
dzong	從	285
dzong-jün	從善	1
dzong-kwu-yi-læ	從古以來	1
dzong-kying-yi-ʽeo	從今以後	5
dzong-læ	從來	2
dzong-s-tao-cong	從始到終	1
dzong-siao-tao-do	從小到大	3
dzong-sin	從先	6
dzong-tsæn	頌讚	3
dzong-tsʽ	從此	1
dzong-tsʽ-ts-ʽeo	從此之後	3
dzong-tsʽ-yi-ʽeo	從此以後	2
dzong-yiang	頌揚	1
dzong-zin	從前	3
dzu	助	12
dzæ	在	44
dzæ-dzing	才情	3
dzæ-fông	纔方	1
dzæ-gyi-nen	在其內	2
dzæ-hyiang	財鄉	1
dzæ-kô	在家	1
dzæ-nen	在內	8
dzæ-neng	財能	1
dzæ-neng-go	才能個	2
dzæ-nga	在外	3
dzæ-s	纔始	7
dzæ-shü	在世	3
dzæ-sing	在心	3
dzæ-veh	財物	26
dzæ-veh-go	財物個	2
dzæ-zin	在前	1
dzæ-zin-go	在前個	3
dzæ-ü	在於	16
dzæ-ʽeo	在後	1
dzæ-ʽeo-go	在後個	3
dzæn-dzih	殘疾	2
dzæn-kyʽüih-go	殘缺個	1
dzæn-kyʽüih-peh-djün-go	殘缺不全個	1
dzæn-tsing	賺進	2
dzæn-tsʽeo	賺湊	2
dzæn-z	暫時	3
dzæn-z-go	暫時個	2
dzô	蛇	10
dzô	查	1
dzô-ko-tih-de	搽過的了	1
dzô-tsʽah	查察	3
dzô-tsʽah-kwun	查察官	3
dzô-tsʽah-ngô-meng	查察衙門	1
dæ	抬	37
dæ	待	31
dæ	代	28
dæ	袋	8
dæ-deo	抬頭	1
dæ-gyiu	代求	1
